*Panel elements
PID=1, EIDs = 72420, 72421, 72451, 72450
PID=2, EIDs = 72424, 72455, 72425, 72454

Time (s),σx (PID=1),σy (PID=1),τxy (PID=1),UF (PID=1),Buckling Safety (PID=1),σx (PID=2),σy (PID=2),τxy (PID=2),UF (PID=2),Buckling Safety (PID=2)
62.88,3.482,-54.101,6.930,0.005966,Pass,7.824,-50.092,2.994,0.012323,Pass
62.89,3.481,-54.114,6.891,0.005947,Pass,7.822,-50.098,2.955,0.012312,Pass
62.90,3.495,-53.955,6.848,0.005949,Pass,7.835,-49.948,2.914,0.012329,Pass
62.91,3.520,-53.668,6.797,0.005965,Pass,7.860,-49.685,2.870,0.012368,Pass
62.92,3.558,-53.224,6.740,0.005999,Pass,7.898,-49.280,2.823,0.012432,Pass
62.94,4.618,-52.658,6.672,0.007699,Pass,7.947,-48.764,2.769,0.012516,Pass
62.95,4.674,-52.008,6.601,0.007763,Pass,8.003,-48.171,2.714,0.012615,Pass
62.96,4.738,-51.279,6.524,0.007837,Pass,8.065,-47.503,2.654,0.012725,Pass
62.97,4.803,-50.523,6.446,0.007915,Pass,8.131,-46.810,2.596,0.012842,Pass
62.99,4.872,-49.738,6.367,0.007998,Pass,8.198,-46.085,2.536,0.012963,Pass
63.00,4.936,-49.003,6.299,0.008079,Pass,8.262,-45.404,2.485,0.013078,Pass
63.01,4.997,-48.309,6.244,0.008160,Pass,8.322,-44.753,2.447,0.013188,Pass
63.03,5.049,-47.711,6.204,0.008234,Pass,8.373,-44.188,2.420,0.013285,Pass
63.04,5.090,-47.247,6.180,0.008294,Pass,8.414,-43.742,2.406,0.013361,Pass
63.05,5.120,-46.903,6.167,0.008341,Pass,8.443,-43.403,2.400,0.013419,Pass
63.06,5.137,-46.716,6.167,0.008370,Pass,8.460,-43.206,2.403,0.013451,Pass
63.08,5.141,-46.676,6.175,0.008380,Pass,8.462,-43.142,2.409,0.013457,Pass
63.09,5.129,-46.814,6.195,0.008369,Pass,8.450,-43.243,2.424,0.013436,Pass
63.10,5.105,-47.102,6.217,0.008335,Pass,8.425,-43.484,2.437,0.013389,Pass
63.11,5.069,-47.525,6.237,0.008281,Pass,8.388,-43.851,2.445,0.013319,Pass
63.13,5.022,-48.071,6.253,0.008207,Pass,8.341,-44.337,2.446,0.013226,Pass
63.14,4.962,-48.757,6.261,0.008108,Pass,8.282,-44.959,2.437,0.013109,Pass
63.15,4.899,-49.491,6.258,0.007998,Pass,8.218,-45.630,2.415,0.012981,Pass
63.16,4.830,-50.283,6.246,0.007876,Pass,8.149,-46.363,2.384,0.012843,Pass
63.17,4.760,-51.092,6.223,0.007747,Pass,8.079,-47.118,2.342,0.012701,Pass
63.19,4.691,-51.883,6.187,0.007615,Pass,8.011,-47.862,2.288,0.012560,Pass
63.20,4.626,-52.627,6.144,0.007488,Pass,7.946,-48.569,2.229,0.012427,Pass
63.21,3.557,-53.319,6.091,0.005721,Pass,7.887,-49.233,2.161,0.012302,Pass
63.22,3.508,-53.902,6.033,0.005621,Pass,7.836,-49.796,2.091,0.012195,Pass
63.24,3.467,-54.386,5.973,0.005533,Pass,7.795,-50.270,2.021,0.012105,Pass
63.25,3.439,-54.730,5.910,0.005463,Pass,7.765,-50.611,1.953,0.012039,Pass
63.26,2.029,-54.957,5.852,0.003362,Pass,7.746,-50.842,1.891,0.011995,Pass
63.28,2.023,-55.037,5.803,0.003335,Pass,7.740,-50.932,1.842,0.011977,Pass
63.29,2.029,-54.972,5.764,0.003329,Pass,7.746,-50.881,1.807,0.011985,Pass
63.30,3.435,-54.788,5.737,0.005391,Pass,7.763,-50.712,1.786,0.012014,Pass
63.31,3.462,-54.469,5.726,0.005429,Pass,7.791,-50.411,1.782,0.012068,Pass
63.33,3.499,-54.042,5.729,0.005488,Pass,7.829,-50.002,1.796,0.012142,Pass
63.34,3.543,-53.525,5.749,0.005564,Pass,7.874,-49.504,1.829,0.012234,Pass
63.35,4.601,-52.937,5.781,0.007303,Pass,7.927,-48.933,1.875,0.012340,Pass
63.36,4.660,-52.273,5.824,0.007418,Pass,7.985,-48.287,1.933,0.012461,Pass
63.38,4.719,-51.604,5.879,0.007539,Pass,8.044,-47.634,2.003,0.012584,Pass
63.39,4.779,-50.921,5.940,0.007665,Pass,8.105,-46.967,2.079,0.012711,Pass
63.40,4.835,-50.288,6.006,0.007786,Pass,8.161,-46.349,2.160,0.012832,Pass
63.41,4.886,-49.712,6.074,0.007900,Pass,8.212,-45.786,2.241,0.012942,Pass
63.42,4.927,-49.242,6.140,0.007998,Pass,8.253,-45.327,2.318,0.013035,Pass
63.44,4.960,-48.869,6.207,0.008082,Pass,8.286,-44.964,2.394,0.013111,Pass
63.45,4.981,-48.622,6.268,0.008144,Pass,8.308,-44.725,2.461,0.013165,Pass
63.46,4.989,-48.535,6.327,0.008182,Pass,8.317,-44.643,2.523,0.013192,Pass
63.47,4.986,-48.571,6.379,0.008199,Pass,8.314,-44.682,2.576,0.013196,Pass
63.49,4.969,-48.768,6.425,0.008189,Pass,8.297,-44.876,2.619,0.013170,Pass
63.50,4.940,-49.095,6.461,0.008155,Pass,8.269,-45.196,2.649,0.013120,Pass
63.51,4.900,-49.558,6.492,0.008099,Pass,8.229,-45.646,2.671,0.013046,Pass
63.53,4.851,-50.118,6.514,0.008025,Pass,8.181,-46.189,2.682,0.012954,Pass
63.54,4.795,-50.752,6.534,0.007939,Pass,8.126,-46.801,2.689,0.012849,Pass
63.55,4.734,-51.451,6.557,0.007846,Pass,8.066,-47.472,2.698,0.012734,Pass
63.56,4.671,-52.175,6.583,0.007750,Pass,8.003,-48.164,2.708,0.012614,Pass
63.58,4.609,-52.889,6.622,0.007662,Pass,7.941,-48.842,2.732,0.012500,Pass
63.59,3.537,-53.584,6.669,0.005934,Pass,7.881,-49.498,2.764,0.012390,Pass
63.60,3.483,-54.223,6.721,0.005872,Pass,7.827,-50.097,2.803,0.012292,Pass
63.61,3.436,-54.769,6.775,0.005824,Pass,7.780,-50.603,2.845,0.012211,Pass
63.63,2.003,-55.222,6.829,0.003738,Pass,7.742,-51.017,2.888,0.012146,Pass
63.64,1.971,-55.565,6.877,0.003717,Pass,7.713,-51.323,2.929,0.012098,Pass
63.65,1.951,-55.780,6.918,0.003707,Pass,7.696,-51.505,2.964,0.012072,Pass
63.66,1.941,-55.871,6.953,0.003711,Pass,7.689,-51.570,2.997,0.012066,Pass
63.67,1.943,-55.842,6.977,0.003725,Pass,7.693,-51.521,3.022,0.012078,Pass
63.69,1.956,-55.691,6.991,0.003749,Pass,7.707,-51.359,3.040,0.012109,Pass
63.70,1.979,-55.430,6.994,0.003782,Pass,7.731,-51.098,3.049,0.012157,Pass
63.71,2.011,-55.077,6.989,0.003823,Pass,7.763,-50.754,3.053,0.012219,Pass
63.72,3.446,-54.658,6.978,0.005932,Pass,7.801,-50.354,3.052,0.012290,Pass
63.74,3.488,-54.171,6.954,0.005986,Pass,7.844,-49.896,3.041,0.012371,Pass
63.75,3.532,-53.643,6.927,0.006044,Pass,7.891,-49.405,3.027,0.012458,Pass
63.76,4.594,-53.139,6.894,0.007760,Pass,7.935,-48.942,3.008,0.012541,Pass
63.78,4.640,-52.614,6.853,0.007818,Pass,7.981,-48.464,2.981,0.012624,Pass
63.79,4.681,-52.139,6.807,0.007867,Pass,8.024,-48.036,2.949,0.012699,Pass
63.80,4.720,-51.691,6.754,0.007909,Pass,8.063,-47.635,2.908,0.012768,Pass
63.81,4.753,-51.312,6.695,0.007938,Pass,8.096,-47.297,2.860,0.012823,Pass
63.83,4.778,-51.026,6.632,0.007952,Pass,8.122,-47.046,2.806,0.012862,Pass
63.84,4.795,-50.830,6.562,0.007951,Pass,8.139,-46.874,2.742,0.012884,Pass
63.85,4.802,-50.755,6.488,0.007930,Pass,8.147,-46.814,2.671,0.012886,Pass
63.86,4.800,-50.778,6.417,0.007896,Pass,8.145,-46.838,2.600,0.012871,Pass
63.88,4.788,-50.910,6.352,0.007849,Pass,8.134,-46.961,2.532,0.012838,Pass
63.89,4.765,-51.183,6.300,0.007787,Pass,8.112,-47.211,2.473,0.012784,Pass
63.90,4.735,-51.528,6.259,0.007720,Pass,8.082,-47.524,2.424,0.012719,Pass
63.91,4.695,-51.987,6.234,0.007642,Pass,8.043,-47.942,2.388,0.012638,Pass
63.92,4.648,-52.527,6.223,0.007558,Pass,7.997,-48.433,2.363,0.012545,Pass
63.94,4.594,-53.148,6.228,0.007470,Pass,7.944,-48.999,2.352,0.012441,Pass
63.95,3.521,-53.784,6.245,0.005728,Pass,7.890,-49.580,2.353,0.012336,Pass
63.96,3.466,-54.435,6.269,0.005652,Pass,7.833,-50.176,2.362,0.012229,Pass
63.97,2.011,-55.089,6.302,0.003519,Pass,7.778,-50.778,2.378,0.012125,Pass
63.99,1.956,-55.677,6.335,0.003459,Pass,7.727,-51.321,2.397,0.012031,Pass
64.00,1.910,-56.180,6.368,0.003410,Pass,7.684,-51.788,2.417,0.011951,Pass
64.01,1.871,-56.607,6.402,0.003371,Pass,7.648,-52.188,2.442,0.011886,Pass
64.03,1.842,-56.920,6.435,0.003347,Pass,7.621,-52.486,2.467,0.011839,Pass
64.04,1.826,-57.092,6.466,0.003339,Pass,7.607,-52.654,2.494,0.011816,Pass
64.05,1.821,-57.151,6.494,0.003344,Pass,7.602,-52.720,2.523,0.011813,Pass
64.06,1.829,-57.065,6.523,0.003368,Pass,7.610,-52.651,2.554,0.011833,Pass
64.07,1.849,-56.850,6.550,0.003406,Pass,7.629,-52.461,2.586,0.011875,Pass
64.09,1.877,-56.547,6.588,0.003460,Pass,7.656,-52.189,2.632,0.011934,Pass
64.10,1.915,-56.137,6.631,0.003530,Pass,7.691,-51.815,2.686,0.012011,Pass
64.11,1.958,-55.662,6.682,0.003611,Pass,7.733,-51.377,2.748,0.012102,Pass
64.13,2.008,-55.118,6.734,0.003702,Pass,7.780,-50.870,2.812,0.012204,Pass
64.14,3.451,-54.564,6.780,0.005849,Pass,7.828,-50.349,2.870,0.012307,Pass
64.15,3.500,-53.985,6.823,0.005945,Pass,7.877,-49.800,2.924,0.012412,Pass
64.16,3.548,-53.419,6.860,0.006037,Pass,7.926,-49.258,2.972,0.012515,Pass
64.18,4.615,-52.894,6.885,0.007791,Pass,7.971,-48.751,3.006,0.012609,Pass
64.19,4.659,-52.396,6.895,0.007869,Pass,8.013,-48.264,3.025,0.012694,Pass
64.20,4.696,-51.968,6.885,0.007928,Pass,8.049,-47.841,3.020,0.012763,Pass
64.21,4.729,-51.591,6.850,0.007968,Pass,8.081,-47.464,2.989,0.012818,Pass
64.22,4.758,-51.262,6.795,0.007991,Pass,8.108,-47.133,2.937,0.012860,Pass
64.24,4.781,-51.000,6.726,0.007999,Pass,8.129,-46.867,2.869,0.012888,Pass
64.25,4.800,-50.786,6.644,0.007995,Pass,8.146,-46.651,2.789,0.012907,Pass
64.26,4.815,-50.608,6.550,0.007980,Pass,8.160,-46.473,2.694,0.012917,Pass
64.28,4.827,-50.472,6.444,0.007954,Pass,8.170,-46.341,2.587,0.012917,Pass
64.29,4.836,-50.366,6.336,0.007923,Pass,8.178,-46.246,2.479,0.012915,Pass
64.30,4.844,-50.260,6.223,0.007891,Pass,8.186,-46.154,2.366,0.012911,Pass
64.31,4.849,-50.199,6.115,0.007855,Pass,8.190,-46.111,2.258,0.012902,Pass
64.32,4.853,-50.145,6.015,0.007821,Pass,8.193,-46.080,2.157,0.012894,Pass
64.34,4.858,-50.087,5.923,0.007793,Pass,8.197,-46.046,2.066,0.012889,Pass
64.35,4.860,-50.051,5.845,0.007767,Pass,8.199,-46.035,1.989,0.012883,Pass
64.36,4.863,-50.014,5.774,0.007743,Pass,8.202,-46.022,1.917,0.012878,Pass
64.38,4.866,-49.973,5.707,0.007723,Pass,8.204,-45.999,1.851,0.012874,Pass
64.39,4.869,-49.931,5.652,0.007708,Pass,8.207,-45.971,1.796,0.012874,Pass
64.40,4.871,-49.903,5.603,0.007693,Pass,8.209,-45.950,1.746,0.012872,Pass
64.41,4.874,-49.872,5.556,0.007680,Pass,8.212,-45.919,1.699,0.012871,Pass
64.43,4.876,-49.844,5.511,0.007668,Pass,8.214,-45.883,1.652,0.012870,Pass
64.44,4.878,-49.827,5.470,0.007655,Pass,8.216,-45.850,1.609,0.012869,Pass
64.45,4.879,-49.815,5.435,0.007645,Pass,8.217,-45.818,1.572,0.012867,Pass
64.46,4.879,-49.818,5.402,0.007633,Pass,8.217,-45.795,1.536,0.012864,Pass
64.47,4.878,-49.825,5.373,0.007621,Pass,8.217,-45.774,1.504,0.012860,Pass
64.49,4.879,-49.825,5.351,0.007614,Pass,8.216,-45.748,1.478,0.012857,Pass
64.50,4.878,-49.834,5.338,0.007608,Pass,8.216,-45.733,1.463,0.012855,Pass
64.51,4.877,-49.841,5.327,0.007604,Pass,8.215,-45.720,1.448,0.012851,Pass
64.53,4.876,-49.854,5.320,0.007599,Pass,8.214,-45.718,1.439,0.012849,Pass
64.54,4.877,-49.845,5.315,0.007599,Pass,8.215,-45.702,1.434,0.012849,Pass
64.55,4.880,-49.812,5.315,0.007603,Pass,8.217,-45.671,1.433,0.012854,Pass
64.56,4.884,-49.760,5.326,0.007614,Pass,8.221,-45.629,1.445,0.012863,Pass
64.57,4.889,-49.689,5.351,0.007633,Pass,8.227,-45.577,1.472,0.012877,Pass
64.59,4.896,-49.600,5.383,0.007656,Pass,8.235,-45.512,1.506,0.012896,Pass
64.60,4.907,-49.478,5.420,0.007686,Pass,8.245,-45.418,1.547,0.012920,Pass
64.61,4.918,-49.341,5.458,0.007719,Pass,8.257,-45.312,1.589,0.012946,Pass
64.63,4.930,-49.196,5.501,0.007755,Pass,8.269,-45.195,1.636,0.012976,Pass
64.64,4.942,-49.045,5.548,0.007795,Pass,8.282,-45.071,1.689,0.013007,Pass
64.65,4.957,-48.869,5.603,0.007841,Pass,8.297,-44.916,1.748,0.013043,Pass
64.66,4.970,-48.716,5.667,0.007887,Pass,8.310,-44.778,1.816,0.013077,Pass
64.68,4.982,-48.582,5.738,0.007933,Pass,8.322,-44.650,1.890,0.013109,Pass
64.69,4.994,-48.445,5.809,0.007981,Pass,8.334,-44.512,1.964,0.013142,Pass
64.70,5.002,-48.352,5.889,0.008026,Pass,8.342,-44.409,2.045,0.013169,Pass
64.71,5.007,-48.297,5.967,0.008066,Pass,8.348,-44.336,2.123,0.013190,Pass
64.72,5.012,-48.246,6.041,0.008103,Pass,8.352,-44.261,2.196,0.013210,Pass
64.74,5.011,-48.261,6.106,0.008128,Pass,8.352,-44.246,2.259,0.013218,Pass
64.75,5.008,-48.300,6.161,0.008145,Pass,8.349,-44.254,2.311,0.013221,Pass
64.76,5.002,-48.366,6.196,0.008150,Pass,8.344,-44.287,2.342,0.013215,Pass
64.78,4.991,-48.497,6.222,0.008142,Pass,8.333,-44.385,2.364,0.013198,Pass
64.79,4.980,-48.631,6.221,0.008122,Pass,8.322,-44.491,2.359,0.013175,Pass
64.80,4.965,-48.804,6.209,0.008091,Pass,8.307,-44.641,2.341,0.013144,Pass
64.81,4.950,-48.969,6.173,0.008052,Pass,8.293,-44.790,2.301,0.013110,Pass
64.82,4.936,-49.138,6.118,0.008004,Pass,8.279,-44.951,2.242,0.013074,Pass
64.84,4.922,-49.291,6.050,0.007953,Pass,8.266,-45.105,2.171,0.013038,Pass
64.85,4.911,-49.417,5.971,0.007902,Pass,8.255,-45.239,2.090,0.013006,Pass
64.86,4.903,-49.501,5.891,0.007857,Pass,8.248,-45.340,2.009,0.012981,Pass
64.88,4.897,-49.560,5.813,0.007817,Pass,8.244,-45.422,1.933,0.012962,Pass
64.89,4.898,-49.549,5.733,0.007787,Pass,8.245,-45.439,1.855,0.012954,Pass
64.90,4.904,-49.473,5.659,0.007770,Pass,8.252,-45.394,1.785,0.012959,Pass
64.91,4.914,-49.343,5.591,0.007762,Pass,8.264,-45.296,1.722,0.012975,Pass
64.93,4.931,-49.154,5.527,0.007767,Pass,8.281,-45.136,1.664,0.013002,Pass
64.94,4.953,-48.897,5.468,0.007783,Pass,8.304,-44.906,1.614,0.013041,Pass
64.95,4.978,-48.602,5.420,0.007810,Pass,8.330,-44.632,1.573,0.013089,Pass
64.96,5.006,-48.291,5.397,0.007848,Pass,8.358,-44.335,1.558,0.013142,Pass
64.97,5.033,-47.976,5.391,0.007893,Pass,8.387,-44.026,1.560,0.013198,Pass
64.99,5.059,-47.686,5.407,0.007943,Pass,8.413,-43.733,1.584,0.013252,Pass
65.00,5.083,-47.415,5.444,0.007998,Pass,8.438,-43.454,1.626,0.013305,Pass
65.01,5.102,-47.200,5.485,0.008046,Pass,8.458,-43.222,1.672,0.013350,Pass
65.03,5.117,-47.032,5.528,0.008088,Pass,8.474,-43.031,1.718,0.013386,Pass
65.04,5.124,-46.960,5.587,0.008121,Pass,8.482,-42.932,1.778,0.013408,Pass
65.05,5.124,-46.962,5.637,0.008140,Pass,8.483,-42.903,1.827,0.013416,Pass
65.06,5.116,-47.056,5.684,0.008145,Pass,8.476,-42.965,1.872,0.013408,Pass
65.07,5.102,-47.229,5.726,0.008135,Pass,8.462,-43.107,1.909,0.013385,Pass
65.09,5.078,-47.502,5.759,0.008106,Pass,8.440,-43.349,1.936,0.013345,Pass
65.10,5.048,-47.840,5.782,0.008065,Pass,8.411,-43.661,1.952,0.013291,Pass
65.11,5.012,-48.257,5.805,0.008011,Pass,8.376,-44.055,1.967,0.013224,Pass
65.13,4.972,-48.709,5.815,0.007946,Pass,8.337,-44.490,1.967,0.013148,Pass
65.14,4.929,-49.205,5.826,0.007876,Pass,8.295,-44.971,1.969,0.013066,Pass
65.15,4.884,-49.706,5.845,0.007808,Pass,8.252,-45.464,1.979,0.012983,Pass
65.16,4.842,-50.188,5.865,0.007743,Pass,8.210,-45.940,1.990,0.012904,Pass
65.18,4.802,-50.641,5.899,0.007688,Pass,8.171,-46.390,2.017,0.012832,Pass
65.19,4.765,-51.051,5.947,0.007645,Pass,8.136,-46.800,2.057,0.012769,Pass
65.20,4.736,-51.389,6.006,0.007618,Pass,8.107,-47.136,2.111,0.012720,Pass
65.21,4.712,-51.655,6.081,0.007608,Pass,8.084,-47.399,2.181,0.012686,Pass
65.22,4.697,-51.828,6.162,0.007615,Pass,8.070,-47.568,2.259,0.012669,Pass
65.24,4.690,-51.898,6.251,0.007641,Pass,8.064,-47.631,2.347,0.012672,Pass
65.25,4.695,-51.847,6.347,0.007689,Pass,8.069,-47.571,2.443,0.012696,Pass
65.26,4.708,-51.703,6.444,0.007751,Pass,8.082,-47.417,2.543,0.012739,Pass
65.28,4.732,-51.428,6.542,0.007835,Pass,8.107,-47.131,2.646,0.012804,Pass
65.29,4.765,-51.050,6.640,0.007934,Pass,8.140,-46.743,2.750,0.012888,Pass
65.30,4.806,-50.587,6.739,0.008048,Pass,8.181,-46.273,2.859,0.012987,Pass
65.31,4.854,-50.046,6.833,0.008172,Pass,8.229,-45.728,2.963,0.013100,Pass
65.32,4.907,-49.448,6.922,0.008302,Pass,8.281,-45.133,3.063,0.013222,Pass
65.34,4.959,-48.847,7.009,0.008433,Pass,8.334,-44.541,3.164,0.013346,Pass
65.35,5.015,-48.209,7.090,0.008567,Pass,8.389,-43.919,3.258,0.013474,Pass
65.36,5.068,-47.609,7.170,0.008695,Pass,8.442,-43.341,3.351,0.013598,Pass
65.38,5.119,-47.026,7.241,0.008817,Pass,8.492,-42.788,3.435,0.013715,Pass
65.39,5.161,-46.536,7.303,0.008920,Pass,8.535,-42.331,3.509,0.013817,Pass
65.40,5.199,-46.098,7.353,0.009010,Pass,8.573,-41.931,4.003,0.014013,Pass
65.41,5.229,-45.756,7.391,0.009080,Pass,8.602,-41.628,4.051,0.014084,Pass
65.43,5.250,-45.510,7.412,0.009127,Pass,8.623,-41.419,4.079,0.014133,Pass
65.44,5.260,-45.388,7.433,0.009155,Pass,8.634,-41.329,4.104,0.014161,Pass
65.45,5.260,-45.377,7.447,0.009163,Pass,8.634,-41.344,4.121,0.014166,Pass
65.46,5.249,-45.497,7.460,0.009150,Pass,8.623,-41.481,4.132,0.014147,Pass
65.47,5.231,-45.703,7.460,0.009118,Pass,8.604,-41.693,4.129,0.014110,Pass
65.49,5.202,-46.023,7.448,0.009062,Pass,8.576,-42.008,4.109,0.014049,Pass
65.50,5.167,-46.424,7.422,0.008989,Pass,8.542,-42.389,4.075,0.013971,Pass
65.51,5.128,-46.879,7.388,0.008904,Pass,8.502,-42.814,4.030,0.013881,Pass
65.53,5.084,-47.380,7.351,0.008810,Pass,8.458,-43.276,3.545,0.013674,Pass
65.54,5.041,-47.876,7.312,0.008717,Pass,8.415,-43.725,3.491,0.013577,Pass
65.55,4.996,-48.395,7.279,0.008623,Pass,8.370,-44.194,3.445,0.013479,Pass
65.56,4.955,-48.863,7.245,0.008537,Pass,8.330,-44.609,3.397,0.013388,Pass
65.57,4.918,-49.291,7.210,0.008457,Pass,8.293,-44.987,3.350,0.013306,Pass
65.59,4.888,-49.635,7.168,0.008386,Pass,8.263,-45.287,3.297,0.013237,Pass
65.60,4.868,-49.871,7.124,0.008330,Pass,8.243,-45.488,3.246,0.013186,Pass
65.61,4.857,-50.006,7.079,0.008290,Pass,8.232,-45.600,3.197,0.013154,Pass
65.63,4.856,-50.009,7.033,0.008268,Pass,8.232,-45.593,3.149,0.013144,Pass
65.64,4.866,-49.897,6.979,0.008259,Pass,8.242,-45.488,3.097,0.013153,Pass
65.65,4.888,-49.645,6.911,0.008265,Pass,8.264,-45.256,3.036,0.013183,Pass
65.66,4.920,-49.272,6.842,0.008289,Pass,8.297,-44.919,2.976,0.013235,Pass
65.68,4.962,-48.785,6.772,0.008330,Pass,8.339,-44.480,2.920,0.013307,Pass
65.69,5.012,-48.211,6.698,0.008382,Pass,8.390,-43.964,2.861,0.013394,Pass
65.70,5.066,-47.582,6.628,0.008444,Pass,8.445,-43.400,2.808,0.013492,Pass
65.71,5.127,-46.882,6.569,0.008523,Pass,8.506,-42.771,2.768,0.013604,Pass
65.72,5.189,-46.164,6.526,0.008612,Pass,8.568,-42.124,2.744,0.013723,Pass
65.74,5.250,-45.461,6.501,0.008707,Pass,8.630,-41.490,2.739,0.013843,Pass
65.75,5.307,-44.808,6.494,0.008802,Pass,8.687,-40.897,2.748,0.013957,Pass
65.76,5.358,-44.218,6.498,0.008894,Pass,8.739,-40.355,2.768,0.014063,Pass
65.78,5.400,-43.742,6.514,0.008974,Pass,8.781,-39.915,2.797,0.014151,Pass
65.79,5.431,-43.383,6.542,0.009041,Pass,8.813,-39.575,2.834,0.014221,Pass
65.80,5.452,-43.140,6.579,0.009094,Pass,8.834,-39.336,2.876,0.014271,Pass
65.81,5.460,-43.056,6.623,0.009127,Pass,8.842,-39.239,2.921,0.014296,Pass
65.82,5.454,-43.128,6.668,0.009137,Pass,8.836,-39.284,2.964,0.014293,Pass
65.84,5.435,-43.353,6.707,0.009121,Pass,8.818,-39.468,2.997,0.014263,Pass
65.85,5.406,-43.691,6.739,0.009084,Pass,8.789,-39.756,3.019,0.014210,Pass
65.86,5.366,-44.162,6.760,0.009023,Pass,8.749,-40.170,3.028,0.014133,Pass
65.88,5.316,-44.738,6.773,0.008942,Pass,8.700,-40.686,3.026,0.014035,Pass
65.89,5.260,-45.385,6.777,0.008846,Pass,8.644,-41.275,3.014,0.013924,Pass
65.90,5.202,-46.058,6.769,0.008741,Pass,8.586,-41.894,2.989,0.013805,Pass
65.91,5.142,-46.751,6.744,0.008626,Pass,8.527,-42.541,2.949,0.013680,Pass
65.93,5.084,-47.419,6.703,0.008507,Pass,8.469,-43.172,2.893,0.013557,Pass
65.94,5.031,-48.025,6.643,0.008390,Pass,8.418,-43.754,2.821,0.013441,Pass
65.95,4.985,-48.558,6.573,0.008280,Pass,8.372,-44.275,2.742,0.013338,Pass
65.96,4.947,-48.982,6.494,0.008182,Pass,8.336,-44.700,2.656,0.013252,Pass
65.97,4.919,-49.310,6.414,0.008098,Pass,8.309,-45.039,2.571,0.013184,Pass
65.99,4.899,-49.536,6.336,0.008031,Pass,8.290,-45.285,2.492,0.013135,Pass
66.00,4.891,-49.625,6.260,0.007986,Pass,8.284,-45.401,2.419,0.013110,Pass
66.01,4.892,-49.614,6.195,0.007960,Pass,8.286,-45.421,2.358,0.013105,Pass
66.03,4.906,-49.458,6.146,0.007964,Pass,8.301,-45.299,2.317,0.013128,Pass
66.04,4.927,-49.216,6.114,0.007987,Pass,8.324,-45.090,2.293,0.013168,Pass
66.05,4.957,-48.868,6.106,0.008036,Pass,8.355,-44.774,2.297,0.013231,Pass
66.06,4.995,-48.443,6.120,0.008106,Pass,8.394,-44.376,2.323,0.013311,Pass
66.07,5.039,-47.945,6.152,0.008194,Pass,8.440,-43.902,2.369,0.013407,Pass
66.09,5.086,-47.401,6.204,0.008298,Pass,8.490,-43.375,2.435,0.013515,Pass
66.10,5.136,-46.843,6.267,0.008410,Pass,8.540,-42.828,2.513,0.013627,Pass
66.11,5.183,-46.311,6.344,0.008524,Pass,8.589,-42.300,2.604,0.013739,Pass
66.13,5.228,-45.804,6.428,0.008638,Pass,8.635,-41.792,2.699,0.013847,Pass
66.14,5.265,-45.389,6.514,0.008739,Pass,8.674,-41.369,2.795,0.013941,Pass
66.15,5.294,-45.069,6.600,0.008826,Pass,8.705,-41.038,2.890,0.014018,Pass
66.16,5.314,-44.847,6.675,0.008895,Pass,8.726,-40.800,2.970,0.014076,Pass
66.18,5.322,-44.764,6.741,0.008938,Pass,8.735,-40.700,3.040,0.014109,Pass
66.19,5.317,-44.825,6.793,0.008953,Pass,8.733,-40.741,3.091,0.014114,Pass
66.20,5.301,-45.016,6.827,0.008940,Pass,8.718,-40.914,3.123,0.014091,Pass
66.21,5.275,-45.324,6.848,0.008903,Pass,8.693,-41.205,3.139,0.014045,Pass
66.22,5.235,-45.780,6.856,0.008838,Pass,8.655,-41.643,3.139,0.013971,Pass
66.24,5.185,-46.352,6.858,0.008752,Pass,8.607,-42.198,3.132,0.013875,Pass
66.25,5.128,-47.006,6.857,0.008653,Pass,8.552,-42.838,3.119,0.013764,Pass
66.26,5.065,-47.731,6.853,0.008542,Pass,8.490,-43.547,3.102,0.013639,Pass
66.28,4.999,-48.485,6.853,0.008428,Pass,8.426,-44.286,3.088,0.013510,Pass
66.29,4.931,-49.255,6.858,0.008315,Pass,8.361,-45.039,3.079,0.013380,Pass
66.30,4.866,-50.003,6.869,0.008209,Pass,8.297,-45.768,3.077,0.013256,Pass
66.31,4.806,-50.698,6.891,0.008115,Pass,8.238,-46.443,3.086,0.013143,Pass
66.32,4.753,-51.302,6.916,0.008038,Pass,8.187,-47.025,3.100,0.013047,Pass
66.34,4.707,-51.830,6.956,0.007979,Pass,8.143,-47.525,3.130,0.012968,Pass
66.35,4.672,-52.234,7.005,0.007943,Pass,8.110,-47.901,3.172,0.012913,Pass
66.36,4.651,-52.491,7.064,0.007933,Pass,8.089,-48.129,3.224,0.012883,Pass
66.38,4.640,-52.623,7.130,0.007947,Pass,8.080,-48.232,3.289,0.012879,Pass
66.39,4.643,-52.601,7.203,0.007986,Pass,8.084,-48.183,3.362,0.012903,Pass
66.40,4.657,-52.447,7.280,0.008048,Pass,8.099,-48.005,3.442,0.012951,Pass
66.41,4.684,-52.155,7.365,0.008134,Pass,8.127,-47.696,3.534,0.013026,Pass
66.43,4.720,-51.748,7.450,0.008237,Pass,8.164,-47.280,3.627,0.013121,Pass
66.44,4.766,-51.242,7.531,0.008354,Pass,8.210,-46.773,4.163,0.013348,Pass
66.45,4.818,-50.651,7.602,0.008479,Pass,8.264,-46.191,4.247,0.013475,Pass
66.46,4.874,-50.013,7.666,0.008607,Pass,8.321,-45.572,4.326,0.013609,Pass
