*Panel elements
PID=1, EIDs = 72420, 72421, 72451, 72450
PID=2, EIDs = 72424, 72455, 72425, 72454

Time (s),σx (PID=1),σy (PID=1),τxy (PID=1),UF (PID=1),Buckling Safety (PID=1),σx (PID=2),σy (PID=2),τxy (PID=2),UF (PID=2),Buckling Safety (PID=2)
309.26,6.059,-36.080,6.461,0.010122,Pass,9.339,-32.531,2.744,0.015255,Pass
309.27,6.035,-36.361,6.454,0.010076,Pass,9.314,-32.797,2.729,0.015202,Pass
309.29,6.010,-36.642,6.448,0.010029,Pass,9.290,-33.063,2.716,0.015150,Pass
309.30,5.987,-36.908,6.447,0.009987,Pass,9.267,-33.314,2.710,0.015103,Pass
309.31,5.967,-37.140,6.449,0.009952,Pass,9.247,-33.532,2.707,0.015063,Pass
309.33,5.949,-37.356,6.455,0.009921,Pass,9.229,-33.736,2.709,0.015028,Pass
309.34,5.934,-37.525,6.460,0.009898,Pass,9.215,-33.894,2.711,0.015000,Pass
309.35,5.923,-37.656,6.466,0.009880,Pass,9.205,-34.017,2.715,0.014980,Pass
309.36,5.915,-37.751,6.474,0.009870,Pass,9.197,-34.107,2.723,0.014966,Pass
309.38,5.909,-37.824,6.487,0.009864,Pass,9.192,-34.176,2.735,0.014959,Pass
309.39,5.905,-37.876,6.500,0.009862,Pass,9.189,-34.225,2.749,0.014955,Pass
309.40,5.901,-37.926,6.509,0.009859,Pass,9.186,-34.275,2.759,0.014951,Pass
309.41,5.899,-37.950,6.506,0.009854,Pass,9.186,-34.300,2.757,0.014950,Pass
309.42,5.899,-37.950,6.500,0.009852,Pass,9.188,-34.302,2.753,0.014952,Pass
309.44,5.901,-37.928,6.489,0.009851,Pass,9.191,-34.283,2.745,0.014958,Pass
309.45,5.904,-37.900,6.479,0.009852,Pass,9.195,-34.259,2.738,0.014965,Pass
309.46,5.909,-37.849,6.469,0.009856,Pass,9.202,-34.215,2.732,0.014976,Pass
309.48,5.915,-37.781,6.462,0.009864,Pass,9.209,-34.154,2.729,0.014991,Pass
309.49,5.922,-37.708,6.459,0.009875,Pass,9.218,-34.089,2.730,0.015009,Pass
309.50,5.929,-37.632,6.462,0.009889,Pass,9.226,-34.020,2.738,0.015027,Pass
309.51,5.934,-37.574,6.475,0.009904,Pass,9.234,-33.968,2.755,0.015045,Pass
309.52,5.938,-37.537,6.500,0.009921,Pass,9.239,-33.935,2.784,0.015061,Pass
309.54,5.939,-37.529,6.531,0.009937,Pass,9.242,-33.927,2.819,0.015073,Pass
309.55,5.936,-37.566,6.572,0.009949,Pass,9.241,-33.961,2.862,0.015080,Pass
309.56,5.930,-37.646,6.613,0.009956,Pass,9.236,-34.034,2.904,0.015078,Pass
309.58,5.919,-37.776,6.658,0.009956,Pass,9.228,-34.151,2.948,0.015069,Pass
309.59,5.902,-37.970,6.703,0.009946,Pass,9.213,-34.326,2.992,0.015049,Pass
309.60,5.881,-38.217,6.743,0.009927,Pass,9.194,-34.550,3.029,0.015018,Pass
309.61,5.854,-38.542,6.784,0.009896,Pass,9.169,-34.845,3.065,0.014975,Pass
309.63,5.822,-38.906,6.819,0.009856,Pass,9.140,-35.177,3.094,0.014923,Pass
309.64,5.786,-39.336,6.847,0.009803,Pass,9.105,-35.569,3.115,0.014858,Pass
309.65,5.745,-39.808,6.868,0.009740,Pass,9.067,-36.001,3.127,0.014784,Pass
309.66,5.700,-40.331,6.883,0.009667,Pass,9.024,-36.483,3.132,0.014699,Pass
309.67,5.652,-40.884,6.893,0.009587,Pass,8.979,-36.993,3.132,0.014609,Pass
309.69,5.601,-41.483,6.902,0.009500,Pass,8.929,-37.550,3.130,0.014511,Pass
309.70,5.551,-42.062,6.904,0.009412,Pass,8.881,-38.089,3.121,0.014414,Pass
309.71,5.499,-42.664,6.902,0.009320,Pass,8.832,-38.652,3.108,0.014313,Pass
309.73,5.448,-43.245,6.901,0.009231,Pass,8.784,-39.197,3.096,0.014215,Pass
309.74,5.402,-43.781,6.896,0.009148,Pass,8.739,-39.701,3.081,0.014125,Pass
309.75,5.360,-44.260,6.900,0.009077,Pass,8.699,-40.155,3.076,0.014045,Pass
309.76,5.324,-44.685,6.905,0.009015,Pass,8.664,-40.559,3.074,0.013976,Pass
309.77,5.293,-45.038,6.917,0.008967,Pass,8.636,-40.896,3.080,0.013921,Pass
309.79,5.273,-45.277,6.923,0.008934,Pass,8.617,-41.124,3.082,0.013883,Pass
309.80,5.261,-45.407,6.930,0.008918,Pass,8.607,-41.249,3.089,0.013866,Pass
309.81,5.260,-45.432,6.937,0.008918,Pass,8.606,-41.273,3.096,0.013866,Pass
309.83,5.268,-45.344,6.939,0.008933,Pass,8.615,-41.190,3.102,0.013885,Pass
309.84,5.286,-45.140,6.937,0.008963,Pass,8.635,-40.994,3.106,0.013924,Pass
309.85,5.314,-44.817,6.929,0.009009,Pass,8.664,-40.684,3.105,0.013981,Pass
309.86,5.350,-44.413,6.920,0.009068,Pass,8.701,-40.295,3.107,0.014054,Pass
309.88,5.393,-43.927,6.906,0.009136,Pass,8.744,-39.828,3.105,0.014140,Pass
309.89,5.440,-43.390,6.886,0.009210,Pass,8.792,-39.310,3.097,0.014232,Pass
309.90,5.487,-42.853,6.855,0.009279,Pass,8.840,-38.792,3.079,0.014323,Pass
309.91,5.532,-42.342,6.816,0.009340,Pass,8.885,-38.297,3.051,0.014407,Pass
309.92,5.575,-41.860,6.769,0.009394,Pass,8.928,-37.831,3.016,0.014485,Pass
309.94,5.613,-41.424,6.713,0.009436,Pass,8.967,-37.408,2.968,0.014553,Pass
309.95,5.646,-41.046,6.649,0.009467,Pass,9.000,-37.041,2.912,0.014607,Pass
309.96,5.672,-40.754,6.580,0.009482,Pass,9.025,-36.760,2.850,0.014646,Pass
309.98,5.688,-40.569,6.509,0.009480,Pass,9.042,-36.581,2.782,0.014666,Pass
309.99,5.698,-40.456,6.429,0.009463,Pass,9.051,-36.473,2.703,0.014671,Pass
310.00,5.697,-40.469,6.345,0.009425,Pass,9.050,-36.487,2.618,0.014653,Pass
310.01,5.688,-40.567,6.265,0.009376,Pass,9.041,-36.584,2.535,0.014621,Pass
310.02,5.672,-40.751,6.192,0.009317,Pass,9.025,-36.764,2.457,0.014576,Pass
310.04,5.650,-40.997,6.125,0.009252,Pass,9.002,-37.003,2.383,0.014520,Pass
310.05,5.621,-41.325,6.076,0.009180,Pass,8.973,-37.322,2.326,0.014453,Pass
310.06,5.591,-41.669,6.042,0.009113,Pass,8.942,-37.655,2.283,0.014385,Pass
310.08,5.558,-42.049,6.024,0.009047,Pass,8.909,-38.022,2.256,0.014314,Pass
310.09,5.524,-42.424,6.028,0.008990,Pass,8.875,-38.382,2.249,0.014246,Pass
310.10,5.493,-42.790,6.060,0.008947,Pass,8.842,-38.731,2.272,0.014185,Pass
310.11,5.465,-43.097,6.118,0.008923,Pass,8.815,-39.022,2.321,0.014137,Pass
310.13,5.445,-43.328,6.204,0.008922,Pass,8.793,-39.237,2.399,0.014107,Pass
310.14,5.432,-43.484,6.313,0.008944,Pass,8.778,-39.380,2.503,0.014095,Pass
310.15,5.428,-43.526,6.438,0.008990,Pass,8.774,-39.411,2.625,0.014106,Pass
310.16,5.433,-43.471,6.576,0.009058,Pass,8.778,-39.348,2.763,0.014139,Pass
310.17,5.448,-43.293,6.718,0.009149,Pass,8.792,-39.165,2.906,0.014195,Pass
310.19,5.477,-42.974,6.860,0.009262,Pass,8.819,-38.847,3.053,0.014276,Pass
310.20,5.513,-42.554,7.002,0.009392,Pass,8.855,-38.434,3.202,0.014378,Pass
310.21,5.560,-42.020,7.137,0.009538,Pass,8.901,-37.913,3.348,0.014501,Pass
310.23,5.615,-41.396,7.263,0.009695,Pass,8.954,-37.310,3.909,0.014742,Pass
310.24,5.674,-40.717,7.374,0.009853,Pass,9.013,-36.657,4.033,0.014892,Pass
310.25,5.735,-40.016,7.465,0.010007,Pass,9.073,-35.986,4.139,0.015041,Pass
310.26,5.798,-39.299,7.530,0.010150,Pass,9.135,-35.305,4.218,0.015186,Pass
310.27,5.857,-38.621,7.573,0.010278,Pass,9.193,-34.663,4.275,0.015318,Pass
310.29,5.909,-38.019,7.598,0.010384,Pass,9.245,-34.098,4.313,0.015432,Pass
310.30,5.954,-37.501,7.603,0.010467,Pass,9.289,-33.617,4.328,0.015526,Pass
310.31,5.989,-37.100,7.587,0.010521,Pass,9.323,-33.251,4.321,0.015592,Pass
310.33,6.011,-36.838,7.551,0.010543,Pass,9.345,-33.018,4.291,0.015627,Pass
310.34,6.020,-36.726,7.494,0.010531,Pass,9.354,-32.929,4.235,0.015629,Pass
310.35,6.019,-36.734,7.413,0.010489,Pass,9.352,-32.954,4.154,0.015602,Pass
310.36,6.005,-36.879,7.315,0.010417,Pass,9.338,-33.108,4.052,0.015547,Pass
310.38,5.984,-37.122,7.207,0.010326,Pass,9.316,-33.353,3.938,0.015472,Pass
310.39,5.955,-37.452,7.093,0.010219,Pass,9.286,-33.678,3.814,0.015380,Pass
310.40,5.919,-37.858,6.970,0.010097,Pass,9.249,-34.073,3.263,0.015178,Pass
310.41,5.879,-38.306,6.858,0.009975,Pass,9.209,-34.506,3.140,0.015072,Pass
310.42,5.840,-38.754,6.749,0.009855,Pass,9.170,-34.935,3.019,0.014967,Pass
310.44,5.800,-39.210,6.645,0.009738,Pass,9.129,-35.368,2.903,0.014864,Pass
310.45,5.761,-39.650,6.553,0.009629,Pass,9.090,-35.784,2.800,0.014766,Pass
310.46,5.725,-40.061,6.480,0.009533,Pass,9.054,-36.171,2.716,0.014679,Pass
310.48,5.693,-40.425,6.422,0.009452,Pass,9.022,-36.512,2.649,0.014603,Pass
310.49,5.666,-40.734,6.378,0.009385,Pass,8.995,-36.799,2.597,0.014540,Pass
310.50,5.645,-40.979,6.336,0.009329,Pass,8.974,-37.025,2.549,0.014490,Pass
310.51,5.630,-41.146,6.295,0.009287,Pass,8.958,-37.177,2.503,0.014452,Pass
310.52,5.621,-41.250,6.252,0.009253,Pass,8.949,-37.270,2.457,0.014426,Pass
310.54,5.617,-41.297,6.205,0.009226,Pass,8.945,-37.311,2.409,0.014410,Pass
310.55,5.621,-41.258,6.164,0.009215,Pass,8.948,-37.272,2.368,0.014410,Pass
310.56,5.628,-41.170,6.125,0.009213,Pass,8.956,-37.191,2.331,0.014420,Pass
310.58,5.644,-40.990,6.080,0.009222,Pass,8.971,-37.026,2.290,0.014443,Pass
310.59,5.662,-40.781,6.039,0.009237,Pass,8.990,-36.839,2.254,0.014474,Pass
310.60,5.684,-40.517,6.005,0.009264,Pass,9.012,-36.602,2.228,0.014516,Pass
310.61,5.710,-40.222,5.973,0.009296,Pass,9.038,-36.341,2.204,0.014563,Pass
310.63,5.737,-39.908,5.940,0.009331,Pass,9.065,-36.063,2.179,0.014613,Pass
310.64,5.764,-39.591,5.903,0.009365,Pass,9.092,-35.783,2.151,0.014663,Pass
310.65,5.789,-39.297,5.863,0.009394,Pass,9.117,-35.527,2.119,0.014710,Pass
310.66,5.814,-39.006,5.808,0.009417,Pass,9.142,-35.271,2.072,0.014753,Pass
310.67,5.835,-38.759,5.742,0.009429,Pass,9.164,-35.056,2.014,0.014788,Pass
310.69,5.851,-38.563,5.678,0.009434,Pass,9.181,-34.887,1.955,0.014814,Pass
310.70,5.864,-38.414,5.611,0.009431,Pass,9.193,-34.760,1.892,0.014831,Pass
310.71,5.871,-38.329,5.547,0.009420,Pass,9.200,-34.689,1.831,0.014837,Pass
310.73,5.872,-38.315,5.486,0.009399,Pass,9.201,-34.684,1.770,0.014832,Pass
310.74,5.866,-38.372,5.422,0.009367,Pass,9.196,-34.743,1.705,0.014814,Pass
310.75,5.856,-38.494,5.359,0.009325,Pass,9.185,-34.859,1.639,0.014785,Pass
310.76,5.838,-38.687,5.311,0.009277,Pass,9.168,-35.044,1.588,0.014746,Pass
310.77,5.817,-38.927,5.272,0.009226,Pass,9.147,-35.271,1.543,0.014699,Pass
310.79,5.792,-39.215,5.234,0.009168,Pass,9.121,-35.543,1.498,0.014643,Pass
310.80,5.761,-39.567,5.199,0.009101,Pass,9.091,-35.876,1.455,0.014577,Pass
310.81,5.730,-39.926,5.160,0.009031,Pass,9.059,-36.216,1.408,0.014510,Pass
310.83,5.697,-40.304,5.112,0.008956,Pass,9.026,-36.575,1.352,0.014438,Pass
310.84,5.661,-40.711,5.062,0.008876,Pass,8.990,-36.964,1.292,0.014363,Pass
310.85,5.628,-41.090,5.012,0.008800,Pass,8.957,-37.328,1.235,0.014292,Pass
310.86,5.595,-41.469,4.958,0.008724,Pass,8.924,-37.694,1.173,0.014221,Pass
310.88,5.567,-41.784,4.893,0.008654,Pass,8.896,-38.001,1.102,0.014161,Pass
310.89,5.542,-42.063,4.826,0.008589,Pass,8.872,-38.278,1.029,0.014107,Pass
310.90,5.523,-42.280,4.759,0.008534,Pass,8.854,-38.498,0.960,0.014066,Pass
310.91,5.512,-42.408,4.646,0.008478,Pass,8.842,-38.636,0.904,0.014040,Pass
310.92,5.505,-42.478,4.606,0.008454,Pass,8.837,-38.721,0.865,0.014027,Pass
310.94,5.507,-42.457,4.575,0.008448,Pass,8.839,-38.721,0.837,0.014029,Pass
310.95,5.516,-42.343,4.550,0.008457,Pass,8.849,-38.632,0.816,0.014048,Pass
310.96,5.531,-42.173,4.542,0.008480,Pass,8.864,-38.489,0.815,0.014078,Pass
310.98,5.549,-41.958,4.555,0.008517,Pass,8.883,-38.303,0.835,0.014117,Pass
310.99,5.572,-41.699,4.575,0.008562,Pass,8.906,-38.072,0.864,0.014165,Pass
311.00,5.595,-41.431,4.599,0.008611,Pass,8.930,-37.828,0.896,0.014214,Pass
311.01,5.619,-41.162,4.644,0.008666,Pass,8.954,-37.581,0.948,0.014264,Pass
311.02,5.640,-40.918,4.763,0.008741,Pass,8.975,-37.353,1.017,0.014312,Pass
311.04,5.658,-40.718,4.828,0.008793,Pass,8.994,-37.165,1.089,0.014353,Pass
311.05,5.671,-40.569,4.900,0.008839,Pass,9.007,-37.021,1.166,0.014385,Pass
311.06,5.678,-40.484,4.983,0.008880,Pass,9.014,-36.935,1.252,0.014407,Pass
311.08,5.681,-40.452,5.077,0.008917,Pass,9.017,-36.898,1.347,0.014421,Pass
311.09,5.677,-40.510,5.189,0.008947,Pass,9.012,-36.946,1.458,0.014421,Pass
311.10,5.667,-40.619,5.312,0.008973,Pass,9.003,-37.043,1.579,0.014415,Pass
311.11,5.653,-40.782,5.437,0.008993,Pass,8.988,-37.194,1.701,0.014399,Pass
311.13,5.637,-40.966,5.557,0.009008,Pass,8.972,-37.365,1.817,0.014381,Pass
311.14,5.617,-41.196,5.675,0.009016,Pass,8.952,-37.583,1.931,0.014355,Pass
311.15,5.596,-41.445,5.777,0.009017,Pass,8.931,-37.820,2.029,0.014326,Pass
311.16,5.576,-41.668,5.855,0.009013,Pass,8.912,-38.035,2.103,0.014298,Pass
311.17,5.558,-41.877,5.910,0.009003,Pass,8.894,-38.237,2.156,0.014270,Pass
311.19,5.541,-42.075,5.945,0.008986,Pass,8.878,-38.431,2.188,0.014243,Pass
311.20,5.526,-42.247,5.957,0.008964,Pass,8.864,-38.602,2.199,0.014216,Pass
311.21,5.512,-42.405,5.961,0.008942,Pass,8.851,-38.760,2.202,0.014192,Pass
311.23,5.501,-42.530,5.962,0.008923,Pass,8.842,-38.888,2.204,0.014173,Pass
311.24,5.490,-42.655,5.971,0.008908,Pass,8.832,-39.017,2.213,0.014156,Pass
311.25,5.483,-42.740,5.986,0.008900,Pass,8.826,-39.107,2.228,0.014146,Pass
311.26,5.474,-42.836,6.008,0.008894,Pass,8.820,-39.209,2.252,0.014137,Pass
311.27,5.468,-42.909,6.042,0.008897,Pass,8.815,-39.287,2.288,0.014133,Pass
311.29,5.464,-42.962,6.081,0.008905,Pass,8.812,-39.344,2.329,0.014133,Pass
311.30,5.461,-43.002,6.125,0.008917,Pass,8.810,-39.386,2.375,0.014137,Pass
311.31,5.458,-43.029,6.174,0.008933,Pass,8.810,-39.414,2.428,0.014145,Pass
311.33,5.458,-43.042,6.220,0.008951,Pass,8.811,-39.424,2.476,0.014155,Pass
311.34,5.457,-43.059,6.278,0.008973,Pass,8.811,-39.437,2.537,0.014166,Pass
311.35,5.454,-43.092,6.338,0.008994,Pass,8.811,-39.462,2.600,0.014176,Pass
311.36,5.452,-43.127,6.401,0.009016,Pass,8.810,-39.485,2.665,0.014186,Pass
311.38,5.445,-43.206,6.470,0.009034,Pass,8.806,-39.551,2.735,0.014190,Pass
311.39,5.437,-43.311,6.542,0.009050,Pass,8.799,-39.640,2.808,0.014190,Pass
311.40,5.424,-43.463,6.611,0.009058,Pass,8.789,-39.773,2.876,0.014182,Pass
311.41,5.407,-43.661,6.663,0.009052,Pass,8.774,-39.950,2.927,0.014163,Pass
311.42,5.386,-43.906,6.713,0.009038,Pass,8.755,-40.171,2.975,0.014134,Pass
311.44,5.359,-44.225,6.753,0.009007,Pass,8.730,-40.465,3.010,0.014092,Pass
311.45,5.327,-44.597,6.786,0.008966,Pass,8.700,-40.810,3.037,0.014038,Pass
311.46,5.291,-45.010,6.798,0.008909,Pass,8.666,-41.196,3.044,0.013973,Pass
311.48,5.252,-45.457,6.796,0.008841,Pass,8.629,-41.616,3.034,0.013899,Pass
311.49,5.210,-45.946,6.784,0.008762,Pass,8.589,-42.077,3.014,0.013815,Pass
311.50,5.167,-46.443,6.762,0.008677,Pass,8.548,-42.548,2.983,0.013727,Pass
311.51,5.122,-46.954,6.736,0.008589,Pass,8.505,-43.035,2.949,0.013638,Pass
311.52,5.081,-47.432,6.711,0.008506,Pass,8.465,-43.492,2.915,0.013553,Pass
311.54,5.041,-47.883,6.681,0.008425,Pass,8.428,-43.925,2.878,0.013473,Pass
311.55,5.009,-48.261,6.644,0.008352,Pass,8.397,-44.287,2.835,0.013403,Pass
311.56,4.980,-48.592,6.610,0.008288,Pass,8.370,-44.607,2.797,0.013344,Pass
311.58,4.957,-48.856,6.588,0.008239,Pass,8.349,-44.862,2.772,0.013298,Pass
311.59,4.941,-49.046,6.580,0.008207,Pass,8.334,-45.046,2.762,0.013268,Pass
311.60,4.931,-49.163,6.578,0.008189,Pass,8.326,-45.159,2.761,0.013251,Pass
311.61,4.925,-49.231,6.586,0.008183,Pass,8.322,-45.223,2.770,0.013245,Pass
311.63,4.927,-49.209,6.604,0.008195,Pass,8.325,-45.198,2.790,0.013255,Pass
311.64,4.934,-49.137,6.625,0.008215,Pass,8.333,-45.125,2.815,0.013275,Pass
311.65,4.945,-49.018,6.651,0.008246,Pass,8.345,-45.004,2.846,0.013304,Pass
311.66,4.959,-48.865,6.681,0.008283,Pass,8.360,-44.848,2.882,0.013341,Pass
311.67,4.976,-48.676,6.715,0.008327,Pass,8.378,-44.657,2.921,0.013384,Pass
311.69,4.995,-48.458,6.749,0.008376,Pass,8.399,-44.439,2.961,0.013431,Pass
311.70,5.013,-48.265,6.787,0.008423,Pass,8.417,-44.244,3.006,0.013476,Pass
311.71,5.032,-48.052,6.832,0.008476,Pass,8.437,-44.031,3.057,0.013525,Pass
311.73,5.046,-47.892,6.885,0.008525,Pass,8.452,-43.870,3.115,0.013566,Pass
311.74,5.059,-47.753,6.942,0.008573,Pass,8.465,-43.732,3.177,0.013605,Pass
311.75,5.069,-47.643,7.000,0.008616,Pass,8.475,-43.624,3.238,0.013638,Pass
311.76,5.074,-47.581,7.051,0.008650,Pass,8.482,-43.563,3.292,0.013662,Pass
311.77,5.077,-47.549,7.096,0.008676,Pass,8.485,-43.534,3.339,0.013679,Pass
311.79,5.076,-47.562,7.132,0.008692,Pass,8.484,-43.548,3.376,0.013687,Pass
311.80,5.072,-47.612,7.160,0.008698,Pass,8.481,-43.599,3.405,0.013686,Pass
311.81,5.064,-47.702,7.177,0.008693,Pass,8.474,-43.689,3.421,0.013675,Pass
311.83,5.053,-47.837,7.181,0.008674,Pass,8.462,-43.820,3.424,0.013654,Pass
311.84,5.040,-47.987,7.169,0.008646,Pass,8.450,-43.966,3.410,0.013626,Pass
311.85,5.023,-48.175,7.144,0.008606,Pass,8.434,-44.146,3.381,0.013589,Pass
311.86,5.008,-48.356,7.110,0.008563,Pass,8.418,-44.319,3.344,0.013550,Pass
311.88,4.991,-48.555,7.073,0.008516,Pass,8.402,-44.507,3.303,0.013508,Pass
311.89,4.975,-48.735,7.032,0.008470,Pass,8.387,-44.677,3.260,0.013470,Pass
311.90,4.962,-48.888,6.991,0.008429,Pass,8.374,-44.820,3.216,0.013435,Pass
311.91,4.951,-49.016,6.952,0.008392,Pass,8.364,-44.939,3.175,0.013406,Pass
311.92,4.946,-49.071,6.919,0.008369,Pass,8.360,-44.988,3.143,0.013392,Pass
311.94,4.944,-49.103,6.899,0.008355,Pass,8.358,-45.016,3.123,0.013384,Pass
311.95,4.946,-49.077,6.892,0.008356,Pass,8.361,-44.989,3.119,0.013390,Pass
311.96,4.950,-49.037,6.898,0.008365,Pass,8.366,-44.949,3.128,0.013402,Pass
311.98,4.956,-48.966,6.917,0.008385,Pass,8.374,-44.880,3.150,0.013421,Pass
311.99,4.962,-48.897,6.945,0.008408,Pass,8.381,-44.814,3.182,0.013442,Pass
312.00,4.969,-48.828,6.980,0.008435,Pass,8.388,-44.746,3.221,0.013464,Pass
312.01,4.973,-48.783,7.023,0.008462,Pass,8.394,-44.702,3.268,0.013485,Pass
312.02,4.971,-48.805,7.079,0.008485,Pass,8.393,-44.722,3.326,0.013497,Pass
312.04,4.968,-48.849,7.143,0.008510,Pass,8.390,-44.761,3.392,0.013506,Pass
312.05,4.958,-48.956,7.215,0.008528,Pass,8.382,-44.861,3.463,0.013506,Pass
312.06,4.943,-49.129,7.291,0.008539,Pass,8.368,-45.023,3.537,0.013496,Pass
312.08,4.924,-49.346,7.367,0.008544,Pass,8.350,-45.225,4.052,0.013591,Pass
312.09,4.902,-49.607,7.436,0.008539,Pass,8.328,-45.469,4.117,0.013565,Pass
312.10,4.876,-49.902,7.498,0.008526,Pass,8.304,-45.746,4.174,0.013533,Pass
312.11,4.851,-50.195,7.549,0.008508,Pass,8.279,-46.019,4.220,0.013498,Pass
312.13,4.824,-50.506,7.588,0.008482,Pass,8.253,-46.310,4.255,0.013456,Pass
312.14,4.796,-50.823,7.619,0.008450,Pass,8.226,-46.607,4.281,0.013412,Pass
312.15,4.771,-51.109,7.635,0.008417,Pass,8.202,-46.874,4.293,0.013369,Pass
312.16,4.748,-51.380,7.643,0.008380,Pass,8.180,-47.129,4.296,0.013326,Pass
312.17,4.728,-51.605,7.635,0.008343,Pass,8.161,-47.341,4.285,0.013286,Pass
312.19,4.710,-51.819,7.616,0.008302,Pass,8.143,-47.544,4.263,0.013246,Pass
312.20,4.693,-52.009,7.582,0.008257,Pass,8.128,-47.724,4.227,0.013206,Pass
312.21,4.679,-52.166,7.533,0.008209,Pass,8.115,-47.873,4.176,0.013167,Pass
312.23,4.669,-52.292,7.468,0.008159,Pass,8.104,-47.995,3.665,0.013013,Pass
312.24,4.658,-52.417,7.392,0.008103,Pass,8.095,-48.116,3.588,0.012975,Pass
312.25,4.651,-52.496,7.305,0.008049,Pass,8.088,-48.194,3.500,0.012943,Pass
312.26,4.645,-52.559,7.209,0.007993,Pass,8.083,-48.257,3.405,0.012911,Pass
312.27,4.640,-52.616,7.105,0.007935,Pass,8.079,-48.317,3.302,0.012881,Pass
312.29,4.639,-52.629,6.999,0.007884,Pass,8.079,-48.334,3.197,0.012857,Pass
312.30,4.636,-52.666,6.890,0.007828,Pass,8.076,-48.376,3.089,0.012829,Pass
312.31,4.637,-52.654,6.781,0.007780,Pass,8.078,-48.371,2.982,0.012810,Pass
312.33,4.635,-52.673,6.678,0.007731,Pass,8.076,-48.397,2.879,0.012788,Pass
312.34,4.633,-52.693,6.584,0.007686,Pass,8.075,-48.423,2.787,0.012768,Pass
312.35,4.630,-52.732,6.500,0.007644,Pass,8.072,-48.466,2.703,0.012747,Pass
312.36,4.624,-52.789,6.430,0.007605,Pass,8.067,-48.527,2.633,0.012725,Pass
312.38,4.617,-52.875,6.368,0.007566,Pass,8.060,-48.614,2.570,0.012700,Pass
312.39,4.605,-53.000,6.322,0.007527,Pass,8.049,-48.737,2.521,0.012670,Pass
312.40,4.592,-53.148,6.289,0.007491,Pass,8.036,-48.881,2.485,0.012639,Pass
312.41,4.577,-53.320,6.272,0.007459,Pass,8.020,-49.047,2.465,0.012606,Pass
312.42,4.560,-53.511,6.272,0.007430,Pass,8.003,-49.229,2.460,0.012572,Pass
312.44,3.497,-53.695,6.284,0.005705,Pass,7.986,-49.404,2.467,0.012541,Pass
312.45,3.482,-53.872,6.309,0.005692,Pass,7.970,-49.571,2.487,0.012512,Pass
312.46,3.467,-54.049,6.343,0.005683,Pass,7.953,-49.738,2.517,0.012485,Pass
312.48,3.454,-54.190,6.384,0.005681,Pass,7.940,-49.870,2.553,0.012466,Pass
312.49,3.445,-54.296,6.427,0.005686,Pass,7.929,-49.969,2.593,0.012452,Pass
312.50,3.440,-54.358,6.469,0.005695,Pass,7.923,-50.025,2.632,0.012446,Pass
312.51,3.441,-54.345,6.502,0.005712,Pass,7.922,-50.011,2.664,0.012451,Pass
312.52,3.448,-54.269,6.531,0.005734,Pass,7.928,-49.940,2.694,0.012467,Pass
312.54,3.460,-54.120,6.547,0.005761,Pass,7.939,-49.798,2.711,0.012492,Pass
312.55,3.477,-53.924,6.548,0.005787,Pass,7.955,-49.614,2.715,0.012522,Pass
312.56,3.498,-53.682,6.534,0.005814,Pass,7.974,-49.387,2.706,0.012557,Pass
312.58,4.564,-53.422,6.505,0.007536,Pass,7.995,-49.144,2.681,0.012594,Pass
312.59,4.588,-53.141,6.459,0.007556,Pass,8.018,-48.883,2.639,0.012630,Pass
312.60,4.615,-52.831,6.398,0.007575,Pass,8.042,-48.594,2.584,0.012669,Pass
312.61,4.641,-52.527,6.322,0.007587,Pass,8.067,-48.314,2.514,0.012704,Pass
312.63,4.666,-52.227,6.233,0.007593,Pass,8.091,-48.040,2.429,0.012737,Pass
312.64,4.690,-51.948,6.131,0.007591,Pass,8.113,-47.785,2.331,0.012764,Pass
312.65,4.714,-51.674,6.024,0.007588,Pass,8.135,-47.537,2.229,0.012791,Pass
312.66,4.735,-51.425,5.917,0.007581,Pass,8.154,-47.313,2.126,0.012813,Pass
312.67,4.754,-51.197,5.814,0.007573,Pass,8.171,-47.111,2.026,0.012833,Pass
312.69,4.772,-50.982,5.712,0.007565,Pass,8.188,-46.922,1.926,0.012852,Pass
312.70,4.787,-50.799,5.616,0.007555,Pass,8.201,-46.762,1.833,0.012867,Pass
312.71,4.803,-50.603,5.530,0.007551,Pass,8.215,-46.589,1.749,0.012884,Pass
312.73,4.816,-50.449,5.461,0.007548,Pass,8.226,-46.456,1.682,0.012898,Pass
312.74,4.829,-50.298,5.410,0.007550,Pass,8.237,-46.325,1.631,0.012913,Pass
312.75,4.839,-50.171,5.375,0.007555,Pass,8.245,-46.214,1.597,0.012925,Pass
312.76,4.849,-50.054,5.355,0.007565,Pass,8.253,-46.110,1.577,0.012938,Pass
312.77,4.858,-49.946,5.350,0.007578,Pass,8.260,-46.013,1.573,0.012952,Pass
312.79,4.867,-49.837,5.362,0.007598,Pass,8.267,-45.912,1.585,0.012967,Pass
312.80,4.878,-49.702,5.395,0.007629,Pass,8.276,-45.784,1.618,0.012988,Pass
312.81,4.890,-49.563,5.446,0.007667,Pass,8.286,-45.651,1.670,0.013013,Pass
312.83,4.902,-49.418,5.510,0.007712,Pass,8.297,-45.510,1.734,0.013041,Pass
312.84,4.915,-49.272,5.579,0.007758,Pass,8.307,-45.368,1.804,0.013070,Pass
312.85,4.929,-49.103,5.655,0.007812,Pass,8.320,-45.203,1.882,0.013104,Pass
