*Panel elements
PID=1, EIDs = 72420, 72421, 72451, 72450
PID=2, EIDs = 72424, 72455, 72425, 72454

Time (s),σx (PID=1),σy (PID=1),τxy (PID=1),UF (PID=1),Buckling Safety (PID=1),σx (PID=2),σy (PID=2),τxy (PID=2),UF (PID=2),Buckling Safety (PID=2)
0.00,11.621,33.658,6.152,0.076831,Pass,14.329,31.992,3.393,0.077905,Pass
0.01,11.557,33.008,6.071,0.075318,Pass,14.263,31.250,3.302,0.076235,Pass
0.03,11.405,31.442,5.848,0.071697,Pass,14.111,29.434,3.062,0.072202,Pass
0.04,11.168,28.982,5.484,0.066096,Pass,13.874,26.599,2.669,0.066023,Pass
0.05,10.853,25.720,5.006,0.058845,Pass,13.559,22.877,1.841,0.058105,Pass
0.06,10.475,21.796,4.460,0.050420,Pass,13.182,18.429,1.234,0.049108,Pass
0.08,10.051,17.381,3.893,0.041381,Pass,12.759,13.471,0.594,0.039685,Pass
0.09,9.598,12.671,3.355,0.032336,Pass,12.308,8.241,-0.165,0.030614,Pass
0.10,9.140,7.882,2.883,0.023932,Pass,11.850,2.996,-0.715,0.022846,Pass
0.11,8.694,0.652,2.530,0.014320,Pass,11.405,-2.517,-1.215,0.019311,Pass
0.13,8.282,-5.179,2.328,0.013092,Pass,10.993,-9.438,-1.515,0.018472,Pass
0.14,7.918,-12.631,2.294,0.012382,Pass,10.629,-13.389,-1.645,0.017728,Pass
0.15,7.623,-16.020,2.432,0.011838,Pass,10.332,-16.466,-1.597,0.017109,Pass
0.16,7.403,-18.579,2.738,0.011472,Pass,10.110,-18.602,-1.370,0.016631,Pass
0.17,7.269,-20.182,3.185,0.011307,Pass,9.973,-19.700,-0.915,0.016316,Pass
0.19,7.225,-20.776,3.762,0.011356,Pass,9.925,-19.740,-0.414,0.016196,Pass
0.20,7.268,-20.375,4.376,0.011604,Pass,9.965,-18.776,0.166,0.016272,Pass
0.21,7.400,-18.973,4.993,0.012044,Pass,10.092,-16.845,0.896,0.016558,Pass
0.22,7.611,-16.648,5.584,0.012653,Pass,10.300,-14.069,1.498,0.017032,Pass
0.24,7.891,-13.521,6.095,0.013388,Pass,10.577,-10.607,2.044,0.017669,Pass
0.25,8.229,-6.198,6.476,0.014202,Pass,10.913,-6.056,2.482,0.018433,Pass
0.26,8.608,-0.673,6.704,0.015042,Pass,11.289,-0.163,2.786,0.019274,Pass
0.28,9.013,3.751,6.767,0.019420,Pass,11.693,4.717,3.258,0.024890,Pass
0.29,9.428,10.723,6.657,0.029981,Pass,12.107,9.145,3.253,0.031870,Pass
0.30,9.836,15.095,6.409,0.037843,Pass,12.515,13.377,3.120,0.039333,Pass
0.31,10.222,19.252,6.038,0.045781,Pass,12.901,17.275,2.868,0.046709,Pass
0.32,10.571,23.029,5.574,0.053306,Pass,13.250,20.695,2.217,0.053461,Pass
0.34,10.870,26.296,5.082,0.060031,Pass,13.550,23.540,1.832,0.059337,Pass
0.35,11.109,28.925,4.589,0.065567,Pass,13.789,25.721,1.429,0.063970,Pass
0.36,11.283,30.860,4.162,0.069707,Pass,13.961,27.223,1.072,0.067227,Pass
0.38,11.386,32.046,3.837,0.072258,Pass,14.062,28.026,0.792,0.069004,Pass
0.39,11.420,32.478,3.664,0.073175,Pass,14.092,28.162,0.637,0.069327,Pass
0.40,11.387,32.184,3.656,0.072501,Pass,14.054,27.684,0.618,0.068302,Pass
0.41,11.291,31.215,3.835,0.070366,Pass,13.951,26.661,0.758,0.066087,Pass
0.43,11.143,29.656,4.202,0.066996,Pass,13.794,25.185,1.057,0.062913,Pass
0.44,10.951,27.627,4.740,0.062711,Pass,13.592,23.372,1.505,0.059071,Pass
0.45,10.729,25.255,5.422,0.057840,Pass,13.358,21.335,2.076,0.054842,Pass
0.46,10.488,22.665,6.218,0.052706,Pass,13.104,19.172,3.065,0.050539,Pass
0.47,10.242,20.015,7.079,0.047666,Pass,12.845,17.011,3.793,0.046334,Pass
0.49,10.005,17.449,7.955,0.043010,Pass,12.593,14.959,4.535,0.042490,Pass
0.50,9.788,15.101,8.790,0.038963,Pass,12.361,13.111,5.241,0.039166,Pass
0.51,9.604,13.109,9.534,0.035709,Pass,12.163,11.567,5.869,0.036502,Pass
0.52,9.464,11.601,10.133,0.033378,Pass,12.009,10.424,6.371,0.034601,Pass
0.54,9.378,10.685,10.550,0.032048,Pass,11.911,9.764,6.715,0.033537,Pass
0.55,9.352,10.416,10.761,0.031727,Pass,11.873,9.625,6.879,0.033321,Pass
0.56,9.392,10.876,10.761,0.032525,Pass,11.902,10.081,6.862,0.034068,Pass
0.57,9.501,12.080,10.548,0.034506,Pass,12.000,11.153,6.660,0.035842,Pass
0.59,9.679,14.028,10.143,0.037782,Pass,12.168,12.855,6.295,0.038752,Pass
0.60,9.923,16.703,9.580,0.042482,Pass,12.404,15.193,5.797,0.042928,Pass
0.61,10.231,20.052,8.902,0.048679,Pass,12.702,18.147,5.205,0.048460,Pass
0.63,10.593,23.989,8.157,0.056362,Pass,13.056,21.663,4.562,0.055373,Pass
0.64,11.004,28.432,7.404,0.065494,Pass,13.456,25.700,3.921,0.063685,Pass
0.65,11.450,33.248,6.693,0.075876,Pass,13.892,30.171,3.327,0.073291,Pass
0.66,11.922,38.321,6.082,0.087296,Pass,14.352,34.999,2.831,0.084070,Pass
0.68,12.404,43.488,5.603,0.099375,Pass,14.821,40.030,2.460,0.095689,Pass
0.69,12.885,48.616,5.289,0.111770,Pass,15.287,45.148,2.241,0.107865,Pass
0.70,13.348,53.547,5.155,0.124037,Pass,15.735,50.197,2.185,0.120192,Pass
0.71,13.782,58.148,5.200,0.135781,Pass,16.153,55.044,2.295,0.132292,Pass
0.73,14.173,62.272,5.409,0.146547,Pass,16.526,59.523,2.547,0.143690,Pass
0.74,14.511,65.826,5.759,0.156024,Pass,16.846,63.518,2.917,0.154029,Pass
0.75,14.785,68.694,6.207,0.163830,Pass,17.101,66.881,3.363,0.162856,Pass
0.76,14.989,70.814,6.712,0.169733,Pass,17.287,69.513,3.844,0.169849,Pass
0.77,15.120,72.163,7.227,0.173611,Pass,17.399,71.354,4.317,0.174790,Pass
0.79,15.176,72.730,7.698,0.175381,Pass,17.438,72.356,4.730,0.177503,Pass
0.80,15.157,72.514,8.089,0.175004,Pass,17.403,72.483,5.051,0.177859,Pass
0.81,15.071,71.595,8.360,0.172674,Pass,17.301,71.793,5.245,0.175996,Pass
0.82,14.925,70.064,8.488,0.168626,Pass,17.141,70.356,5.293,0.172107,Pass
0.84,14.732,68.056,8.454,0.163234,Pass,16.936,68.304,5.178,0.166564,Pass
0.85,14.502,65.681,8.251,0.156809,Pass,16.697,65.748,4.898,0.159701,Pass
0.86,14.252,63.100,7.904,0.149818,Pass,16.437,62.864,4.480,0.152024,Pass
0.88,13.997,60.480,7.430,0.142732,Pass,16.175,59.845,3.944,0.144071,Pass
0.89,13.753,57.986,6.858,0.136001,Pass,15.924,56.885,3.320,0.136370,Pass
0.90,13.534,55.767,6.227,0.130029,Pass,15.699,54.169,2.648,0.129399,Pass
0.91,13.355,53.960,5.585,0.125174,Pass,15.515,51.875,1.747,0.123562,Pass
0.93,13.231,52.727,4.961,0.121830,Pass,15.385,50.203,1.101,0.119388,Pass
0.94,13.170,52.153,4.404,0.120202,Pass,15.319,49.270,0.534,0.117088,Pass
0.95,13.177,52.283,3.950,0.120393,Pass,15.320,49.149,-0.050,0.116805,Pass
0.96,13.256,53.156,3.624,0.122501,Pass,15.393,49.897,-0.362,0.118666,Pass
0.98,13.405,54.739,3.436,0.126458,Pass,15.534,51.492,-0.526,0.122622,Pass
0.99,13.618,56.991,3.391,0.132192,Pass,15.739,53.891,-0.538,0.128604,Pass
1.00,13.889,59.836,3.474,0.139540,Pass,16.002,57.003,-0.414,0.136444,Pass
1.01,14.211,63.214,3.662,0.148391,Pass,16.315,60.749,-0.179,0.146006,Pass
1.02,14.571,66.970,3.927,0.158375,Pass,16.665,64.945,0.276,0.156878,Pass
1.04,14.954,70.975,4.232,0.169172,Pass,17.040,69.427,0.640,0.168680,Pass
1.05,15.345,75.054,4.536,0.180309,Pass,17.422,73.981,1.006,0.180857,Pass
1.06,15.730,79.090,4.804,0.191454,Pass,17.798,78.440,1.520,0.192976,Pass
1.08,16.093,82.958,4.990,0.202224,Pass,18.154,82.607,1.763,0.204432,Pass
1.09,16.416,86.412,5.077,0.211905,Pass,18.472,86.262,1.907,0.214595,Pass
1.10,16.692,89.367,5.037,0.220217,Pass,18.742,89.307,1.922,0.223133,Pass
1.11,16.906,91.723,4.863,0.226831,Pass,18.954,91.590,1.798,0.229573,Pass
1.13,17.054,93.425,4.554,0.231565,Pass,19.100,93.051,1.536,0.233716,Pass
1.14,17.126,94.296,4.131,0.233916,Pass,19.172,93.605,0.991,0.235288,Pass
1.15,17.125,94.353,3.614,0.233935,Pass,19.171,93.291,0.498,0.234421,Pass
1.16,17.050,93.590,3.043,0.231619,Pass,19.098,92.127,-0.122,0.231169,Pass
1.17,16.905,92.045,2.448,0.227104,Pass,18.957,90.185,-0.863,0.225766,Pass
1.19,16.700,89.820,1.872,0.220711,Pass,18.756,87.599,-1.456,0.218598,Pass
1.20,16.445,87.085,1.304,0.212934,Pass,18.505,84.492,-2.126,0.210053,Pass
1.21,16.147,83.929,0.886,0.204061,Pass,18.212,80.991,-2.597,0.200479,Pass
1.23,15.822,80.456,0.591,0.194400,Pass,17.890,77.266,-2.960,0.190362,Pass
1.24,15.484,76.848,0.437,0.184474,Pass,17.556,73.503,-3.193,0.180216,Pass
1.25,15.143,73.227,0.439,0.174617,Pass,17.219,69.799,-3.278,0.170295,Pass
1.26,14.815,69.726,0.601,0.165194,Pass,16.893,66.335,-3.207,0.161073,Pass
1.27,14.509,66.444,0.913,0.156472,Pass,16.590,63.204,-2.989,0.152779,Pass
1.29,14.237,63.510,1.342,0.148778,Pass,16.321,60.519,-2.649,0.145694,Pass
1.30,14.006,60.986,1.861,0.142254,Pass,16.092,58.314,-2.070,0.139875,Pass
1.31,13.822,58.959,2.460,0.137103,Pass,15.911,56.650,-1.574,0.135505,Pass
1.33,13.690,57.484,3.033,0.133427,Pass,15.782,55.548,-1.057,0.132605,Pass
1.34,13.611,56.569,3.573,0.131215,Pass,15.706,54.982,-0.556,0.131098,Pass
1.35,13.583,56.204,4.041,0.130413,Pass,15.683,54.915,0.035,0.130884,Pass
1.36,13.606,56.384,4.407,0.130987,Pass,15.710,55.315,0.404,0.131882,Pass
1.38,13.670,57.019,4.653,0.132693,Pass,15.781,56.070,0.673,0.133810,Pass
1.39,13.773,58.084,4.768,0.135467,Pass,15.892,57.148,0.831,0.136587,Pass
1.40,13.906,59.488,4.747,0.139081,Pass,16.033,58.455,0.872,0.139977,Pass
1.41,14.062,61.140,4.607,0.143323,Pass,16.197,59.910,0.808,0.143777,Pass
1.42,14.228,62.925,4.363,0.147905,Pass,16.373,61.411,0.650,0.147728,Pass
1.44,14.396,64.730,4.050,0.152552,Pass,16.551,62.870,0.430,0.151599,Pass
1.45,14.558,66.473,3.705,0.157065,Pass,16.722,64.233,0.178,0.155247,Pass
1.46,14.703,68.040,3.369,0.161144,Pass,16.877,65.414,-0.069,0.158438,Pass
1.48,14.825,69.363,3.080,0.164609,Pass,17.008,66.380,-0.424,0.161072,Pass
1.49,14.914,70.327,2.877,0.167150,Pass,17.106,67.041,-0.587,0.162897,Pass
1.50,14.968,70.897,2.786,0.168663,Pass,17.166,67.388,-0.630,0.163872,Pass
1.51,14.983,71.041,2.824,0.169060,Pass,17.187,67.407,-0.564,0.163956,Pass
1.52,14.951,70.677,3.004,0.168122,Pass,17.160,67.021,-0.352,0.162947,Pass
1.54,14.879,69.869,3.308,0.166024,Pass,17.092,66.298,0.089,0.161029,Pass
1.55,14.761,68.568,3.745,0.162657,Pass,16.979,65.179,0.492,0.158070,Pass
1.56,14.603,66.819,4.289,0.158162,Pass,16.824,63.693,0.985,0.154161,Pass
1.58,14.409,64.674,4.906,0.152694,Pass,16.631,61.869,1.536,0.149406,Pass
1.59,14.183,62.190,5.554,0.146420,Pass,16.407,59.736,2.347,0.143935,Pass
1.60,13.931,59.428,6.198,0.139510,Pass,16.158,57.323,2.906,0.137787,Pass
1.61,13.662,56.485,6.788,0.132219,Pass,15.892,54.702,3.409,0.131182,Pass
1.63,13.383,53.451,7.287,0.124759,Pass,15.617,51.929,3.826,0.124275,Pass
1.64,13.104,50.419,7.668,0.117359,Pass,15.342,49.079,4.132,0.117255,Pass
1.65,12.832,47.478,7.904,0.110214,Pass,15.076,46.221,4.309,0.110295,Pass
1.66,12.578,44.744,7.980,0.103587,Pass,14.829,43.465,4.339,0.103658,Pass
1.67,12.346,42.262,7.886,0.097561,Pass,14.605,40.855,4.217,0.097437,Pass
1.69,12.149,40.163,7.643,0.092444,Pass,14.418,38.533,3.963,0.091961,Pass
1.70,11.988,38.466,7.268,0.088261,Pass,14.268,36.531,3.596,0.087292,Pass
1.71,11.870,37.223,6.814,0.085147,Pass,14.161,34.926,3.167,0.083596,Pass
1.73,11.797,36.460,6.263,0.083134,Pass,14.099,33.773,2.656,0.080965,Pass
1.74,11.773,36.221,5.711,0.082357,Pass,14.087,33.145,1.875,0.079519,Pass
1.75,11.794,36.464,5.146,0.082715,Pass,14.121,33.033,1.369,0.079301,Pass
1.76,11.860,37.162,4.627,0.084164,Pass,14.198,33.434,0.916,0.080255,Pass
1.77,11.965,38.268,4.184,0.086616,Pass,14.314,34.328,0.543,0.082331,Pass
1.79,12.100,39.679,3.831,0.089842,Pass,14.459,35.626,0.260,0.085341,Pass
1.80,12.264,41.386,3.612,0.093841,Pass,14.633,37.328,0.110,0.089299,Pass
1.81,12.441,43.211,3.513,0.098195,Pass,14.818,39.256,0.076,0.093808,Pass
1.83,12.622,45.070,3.538,0.102706,Pass,15.008,41.317,0.159,0.098668,Pass
1.84,12.799,46.863,3.676,0.107128,Pass,15.192,43.396,0.346,0.103614,Pass
1.85,12.958,48.469,3.906,0.111149,Pass,15.358,45.346,0.617,0.108296,Pass
1.86,13.087,49.747,4.196,0.114409,Pass,15.493,47.000,0.938,0.112303,Pass
1.88,13.179,50.634,4.512,0.116723,Pass,15.592,48.265,1.275,0.115390,Pass
1.89,13.227,51.051,4.832,0.117878,Pass,15.645,49.032,1.604,0.117273,Pass
1.90,13.223,50.933,5.109,0.117689,Pass,15.648,49.206,2.138,0.117743,Pass
1.91,13.161,50.215,5.309,0.115979,Pass,15.595,48.698,2.327,0.116505,Pass
1.92,13.044,48.922,5.416,0.112818,Pass,15.486,47.519,2.415,0.113623,Pass
1.94,12.866,47.015,5.394,0.108119,Pass,15.318,45.617,2.367,0.108997,Pass
1.95,12.641,44.605,5.248,0.102197,Pass,15.103,43.104,1.930,0.102911,Pass
1.96,12.365,41.686,5.021,0.095099,Pass,14.839,39.977,1.667,0.095502,Pass
1.98,12.055,38.410,4.681,0.087242,Pass,14.541,36.407,1.289,0.087210,Pass
1.99,11.715,34.835,4.313,0.078846,Pass,14.213,32.470,0.880,0.078294,Pass
2.00,11.361,31.108,3.908,0.070299,Pass,13.872,28.351,0.433,0.069242,Pass
2.01,11.003,27.346,3.454,0.061903,Pass,13.527,24.213,-0.201,0.060460,Pass
2.03,10.652,23.653,3.038,0.053928,Pass,13.188,20.162,-0.657,0.052207,Pass
2.04,10.323,20.191,2.686,0.046724,Pass,12.871,16.388,-1.081,0.044868,Pass
2.05,10.029,17.082,2.411,0.040500,Pass,12.588,13.035,-1.396,0.038667,Pass
2.06,9.778,14.418,2.203,0.035378,Pass,12.347,10.216,-1.640,0.033728,Pass
2.08,9.578,12.287,2.081,0.031442,Pass,12.157,8.028,-1.792,0.030094,Pass
2.09,9.439,10.779,2.111,0.028767,Pass,12.026,6.559,-1.782,0.027759,Pass
2.10,9.357,9.867,2.205,0.027205,Pass,11.951,5.785,-1.703,0.026552,Pass
2.11,9.335,9.570,2.396,0.026737,Pass,11.935,5.707,-1.516,0.026395,Pass
2.13,9.367,9.845,2.657,0.027263,Pass,11.972,6.263,-1.250,0.027190,Pass
2.14,9.449,10.645,2.951,0.028718,Pass,12.058,7.385,-0.942,0.028896,Pass
2.15,9.581,11.962,3.268,0.031130,Pass,12.193,9.035,-0.559,0.031546,Pass
2.16,9.754,13.737,3.551,0.034447,Pass,12.370,11.129,-0.251,0.035103,Pass
2.17,9.956,15.811,3.722,0.038406,Pass,12.575,13.483,0.099,0.039310,Pass
2.19,10.171,18.038,3.817,0.042766,Pass,12.793,15.925,0.249,0.043872,Pass
2.20,10.391,20.323,3.803,0.047337,Pass,13.015,18.345,0.297,0.048566,Pass
2.21,10.602,22.541,3.692,0.051862,Pass,13.230,20.605,0.253,0.053092,Pass
2.22,10.797,24.602,3.479,0.056130,Pass,13.428,22.610,0.110,0.057220,Pass
2.24,10.966,26.403,3.139,0.059897,Pass,13.601,24.265,-0.292,0.060714,Pass
2.25,11.101,27.852,2.715,0.062947,Pass,13.739,25.488,-0.669,0.063362,Pass
2.26,11.197,28.907,2.220,0.065166,Pass,13.838,26.253,-1.106,0.065078,Pass
2.28,11.253,29.532,1.675,0.066465,Pass,13.896,26.550,-1.601,0.065821,Pass
2.29,11.262,29.681,1.136,0.066734,Pass,13.909,26.353,-2.103,0.065524,Pass
2.30,11.228,29.353,0.631,0.065974,Pass,13.876,25.691,-2.586,0.064245,Pass
2.31,11.151,28.581,0.124,0.064258,Pass,13.800,24.621,-3.021,0.062109,Pass
2.33,11.036,27.399,-0.215,0.061677,Pass,13.686,23.199,-3.557,0.059283,Pass
2.34,10.891,25.875,-0.436,0.058394,Pass,13.540,21.511,-3.807,0.055884,Pass
2.35,10.719,24.068,-0.528,0.054559,Pass,13.367,19.628,-3.942,0.052111,Pass
2.36,10.529,22.044,-0.460,0.050337,Pass,13.173,17.616,-3.933,0.048115,Pass
2.38,10.328,19.901,-0.256,0.045962,Pass,12.969,15.574,-3.798,0.044115,Pass
2.39,10.125,17.732,0.072,0.041646,Pass,12.763,13.584,-3.353,0.040242,Pass
2.40,9.930,15.629,0.551,0.037590,Pass,12.563,11.723,-3.007,0.036740,Pass
2.41,9.749,13.677,1.047,0.033954,Pass,12.377,10.056,-2.588,0.033680,Pass
2.42,9.591,11.957,1.583,0.030872,Pass,12.213,8.639,-2.127,0.031144,Pass
2.44,9.460,10.536,2.119,0.028429,Pass,12.076,7.515,-1.657,0.029180,Pass
2.45,9.363,9.475,2.630,0.026687,Pass,11.974,6.722,-1.201,0.027815,Pass
2.46,9.303,8.816,3.084,0.025665,Pass,11.908,6.279,-0.749,0.027045,Pass
2.47,9.282,8.578,3.474,0.025354,Pass,11.882,6.189,-0.400,0.026855,Pass
2.49,9.301,8.784,3.754,0.025764,Pass,11.896,6.466,-0.130,0.027254,Pass
2.50,9.359,9.416,3.934,0.026873,Pass,11.949,7.086,0.183,0.028220,Pass
2.51,9.456,10.481,4.013,0.028721,Pass,12.042,8.058,0.286,0.029795,Pass
2.53,9.590,11.939,4.007,0.031291,Pass,12.171,9.354,0.319,0.031969,Pass
2.54,9.755,13.746,3.931,0.034557,Pass,12.331,10.943,0.294,0.034733,Pass
2.55,9.948,15.857,3.809,0.038491,Pass,12.520,12.800,0.232,0.038079,Pass
2.56,10.164,18.209,3.671,0.043021,Pass,12.730,14.885,0.159,0.041968,Pass
2.58,10.397,20.746,3.543,0.048068,Pass,12.956,17.167,-0.037,0.046361,Pass
2.59,10.640,23.383,3.460,0.053480,Pass,13.191,19.583,-0.058,0.051149,Pass
2.60,10.887,26.057,3.442,0.059130,Pass,13.430,22.091,0.120,0.056252,Pass
2.61,11.131,28.694,3.506,0.064855,Pass,13.664,24.633,0.235,0.061547,Pass
2.63,11.368,31.236,3.665,0.070514,Pass,13.888,27.162,0.433,0.066926,Pass
2.64,11.590,33.615,3.924,0.075936,Pass,14.097,29.613,0.720,0.072239,Pass
2.65,11.793,35.774,4.281,0.080973,Pass,14.285,31.930,1.090,0.077346,Pass
2.66,11.972,37.674,4.721,0.085507,Pass,14.448,34.076,1.530,0.082150,Pass
2.67,12.124,39.282,5.227,0.089444,Pass,14.584,35.988,2.022,0.086493,Pass
2.69,12.248,40.592,5.768,0.092738,Pass,14.691,37.639,2.821,0.090343,Pass
2.70,12.344,41.591,6.318,0.095337,Pass,14.768,38.993,3.330,0.093508,Pass
2.71,12.412,42.305,6.843,0.097275,Pass,14.818,40.054,3.805,0.096013,Pass
2.72,12.454,42.751,7.313,0.098564,Pass,14.842,40.811,4.221,0.097819,Pass
2.74,12.475,42.976,7.699,0.099295,Pass,14.844,41.294,4.551,0.098974,Pass
2.75,12.480,43.044,7.977,0.099602,Pass,14.831,41.552,4.775,0.099581,Pass
2.76,12.474,43.002,8.136,0.099581,Pass,14.807,41.617,4.884,0.099710,Pass
2.78,12.465,42.952,8.166,0.099470,Pass,14.782,41.591,4.870,0.099597,Pass
2.79,12.457,42.923,8.067,0.099338,Pass,14.758,41.504,4.734,0.099316,Pass
2.80,12.461,43.022,7.846,0.099446,Pass,14.746,41.473,4.485,0.099146,Pass
2.81,12.481,43.306,7.520,0.099950,Pass,14.750,41.571,4.141,0.099272,Pass
2.83,12.525,43.854,7.109,0.101058,Pass,14.779,41.898,3.721,0.099937,Pass
2.84,12.599,44.713,6.648,0.102910,Pass,14.838,42.521,3.260,0.101318,Pass
2.85,12.707,45.944,6.158,0.105681,Pass,14.931,43.528,2.777,0.103634,Pass
2.86,12.854,47.565,5.674,0.109450,Pass,15.061,44.962,2.307,0.107005,Pass
2.88,13.039,49.596,5.223,0.114289,Pass,15.231,46.858,1.626,0.111513,Pass
2.89,13.262,52.015,4.826,0.120184,Pass,15.437,49.216,1.256,0.117244,Pass
2.90,13.523,54.824,4.499,0.127164,Pass,15.680,52.048,0.962,0.124219,Pass
2.91,13.816,57.959,4.254,0.135095,Pass,15.955,55.291,0.754,0.132322,Pass
2.92,14.139,61.400,4.092,0.143948,Pass,16.258,58.925,0.629,0.141531,Pass
2.94,14.484,65.070,4.010,0.153542,Pass,16.583,62.865,0.585,0.151657,Pass
2.95,14.843,68.868,3.994,0.163621,Pass,16.922,66.994,0.606,0.162421,Pass
2.96,15.209,72.744,4.024,0.174047,Pass,17.267,71.241,0.671,0.173649,Pass
2.97,15.572,76.582,4.084,0.184502,Pass,17.609,75.470,0.765,0.184978,Pass
2.99,15.924,80.360,4.143,0.194898,Pass,17.940,79.573,0.854,0.196105,Pass
3.00,16.254,83.916,4.181,0.204775,Pass,18.251,83.421,0.920,0.206659,Pass
3.01,16.560,87.222,4.174,0.214029,Pass,18.537,86.974,0.938,0.216497,Pass
3.03,16.831,90.182,4.106,0.222358,Pass,18.789,90.092,0.892,0.225202,Pass
3.04,17.066,92.857,3.962,0.229894,Pass,19.005,92.755,0.766,0.232689,Pass
3.05,17.257,95.064,3.739,0.236119,Pass,19.180,94.886,0.555,0.238714,Pass
3.06,17.408,96.822,3.439,0.241073,Pass,19.314,96.509,0.265,0.243323,Pass
3.08,17.516,98.124,3.065,0.244723,Pass,19.408,97.623,-0.174,0.246506,Pass
3.09,17.584,98.978,2.644,0.247090,Pass,19.462,98.250,-0.729,0.248320,Pass
3.10,17.617,99.438,2.185,0.248328,Pass,19.482,98.459,-1.195,0.248953,Pass
3.11,17.621,99.572,1.716,0.248640,Pass,19.473,98.337,-1.769,0.248663,Pass
3.13,17.599,99.416,1.266,0.248128,Pass,19.439,97.940,-2.236,0.247587,Pass
3.14,17.559,99.050,0.797,0.247027,Pass,19.389,97.368,-2.667,0.246018,Pass
3.15,17.511,98.584,0.450,0.245661,Pass,19.331,96.747,-3.040,0.244303,Pass
3.16,17.462,98.088,0.178,0.244218,Pass,19.271,96.159,-3.342,0.242670,Pass
3.17,17.418,97.626,-0.083,0.242882,Pass,19.216,95.676,-3.552,0.241316,Pass
3.19,17.383,97.251,-0.160,0.241799,Pass,19.170,95.354,-3.665,0.240391,Pass
3.20,17.365,97.057,-0.142,0.241242,Pass,19.143,95.283,-3.684,0.240152,Pass
3.21,17.366,97.063,-0.039,0.241260,Pass,19.135,95.471,-3.616,0.240628,Pass
3.22,17.391,97.323,0.202,0.242011,Pass,19.150,95.958,-3.477,0.241935,Pass
3.24,17.441,97.855,0.419,0.243550,Pass,19.191,96.743,-3.282,0.244083,Pass
3.25,17.515,98.649,0.661,0.245850,Pass,19.257,97.794,-3.056,0.247000,Pass
3.26,17.611,99.694,0.901,0.248883,Pass,19.346,99.080,-2.825,0.250603,Pass
3.28,17.728,100.978,1.170,0.252622,Pass,19.456,100.566,-2.615,0.254812,Pass
3.29,17.861,102.451,1.330,0.256912,Pass,19.584,102.184,-2.444,0.259436,Pass
3.30,18.006,104.081,1.415,0.261666,Pass,19.725,103.888,-2.340,0.264350,Pass
3.31,18.157,105.781,1.413,0.266630,Pass,19.873,105.583,-2.314,0.269280,Pass
3.33,18.309,107.505,1.321,0.271672,Pass,20.023,107.220,-2.369,0.274086,Pass
3.34,18.457,109.195,1.140,0.276625,Pass,20.170,108.745,-2.506,0.278605,Pass
3.35,18.594,110.780,0.816,0.281275,Pass,20.308,110.097,-2.717,0.282652,Pass
3.36,18.715,112.194,0.495,0.285437,Pass,20.431,111.225,-2.987,0.286071,Pass
3.38,18.814,113.368,0.114,0.288904,Pass,20.533,112.082,-3.300,0.288715,Pass
3.39,18.889,114.267,-0.368,0.291573,Pass,20.611,112.655,-3.634,0.290538,Pass
3.40,18.936,114.843,-0.742,0.293292,Pass,20.661,112.920,-3.964,0.291452,Pass
3.41,18.953,115.079,-1.077,0.294010,Pass,20.682,112.883,-4.263,0.291468,Pass
3.42,18.937,114.935,-1.356,0.293598,Pass,20.670,112.525,-4.512,0.290517,Pass
3.44,18.887,114.393,-1.549,0.292001,Pass,20.625,111.846,-4.692,0.288592,Pass
3.45,18.806,113.479,-1.647,0.289293,Pass,20.548,110.883,-4.791,0.285795,Pass
3.46,18.694,112.198,-1.644,0.285492,Pass,20.440,109.645,-4.801,0.282154,Pass
3.47,18.552,110.558,-1.538,0.280635,Pass,20.302,108.142,-4.721,0.277704,Pass
3.49,18.385,108.628,-1.337,0.274934,Pass,20.140,106.431,-4.558,0.272623,Pass
3.50,18.197,106.438,-1.055,0.268491,Pass,19.957,104.529,-4.323,0.266975,Pass
3.51,17.991,104.032,-0.713,0.261451,Pass,19.755,102.461,-4.034,0.260851,Pass
3.53,17.769,101.443,-0.332,0.253927,Pass,19.538,100.241,-3.710,0.254307,Pass
3.54,17.539,98.769,0.205,0.246209,Pass,19.315,97.937,-3.378,0.247562,Pass
3.55,17.305,96.048,0.580,0.238413,Pass,19.088,95.567,-3.062,0.240675,Pass
3.56,17.071,93.326,0.925,0.230670,Pass,18.861,93.154,-2.770,0.233721,Pass
3.58,16.842,90.699,1.208,0.223245,Pass,18.641,90.757,-2.533,0.226878,Pass
3.59,16.623,88.239,1.472,0.216327,Pass,18.432,88.403,-2.356,0.220219,Pass
3.60,16.418,85.990,1.603,0.210025,Pass,18.237,86.132,-2.250,0.213857,Pass
3.61,16.230,83.938,1.654,0.204298,Pass,18.061,83.985,-2.214,0.207903,Pass
3.63,16.062,82.117,1.627,0.199235,Pass,17.906,82.005,-2.244,0.202463,Pass
3.64,15.916,80.530,1.491,0.194826,Pass,17.773,80.201,-2.327,0.197557,Pass
3.65,15.790,79.171,1.356,0.191068,Pass,17.661,78.585,-2.445,0.193207,Pass
3.66,15.686,78.054,1.204,0.187986,Pass,17.572,77.189,-2.572,0.189484,Pass
3.67,15.605,77.179,1.054,0.185575,Pass,17.505,76.032,-2.691,0.186426,Pass
3.69,15.543,76.515,0.927,0.183751,Pass,17.457,75.095,-2.782,0.183971,Pass
3.70,15.496,76.006,0.853,0.182357,Pass,17.424,74.350,-2.818,0.182026,Pass
