*Panel elements
PID=1, EIDs = 72420, 72421, 72451, 72450
PID=2, EIDs = 72424, 72455, 72425, 72454

Time (s),σx (PID=1),σy (PID=1),τxy (PID=1),UF (PID=1),Buckling Safety (PID=1),σx (PID=2),σy (PID=2),τxy (PID=2),UF (PID=2),Buckling Safety (PID=2)
181.11,4.567,-53.510,5.238,0.007047,Pass,8.079,-49.732,1.512,0.012594,Pass
181.13,4.574,-53.428,5.188,0.007041,Pass,8.086,-49.657,1.464,0.012603,Pass
181.14,4.585,-53.300,5.145,0.007045,Pass,8.097,-49.532,1.423,0.012620,Pass
181.15,4.599,-53.142,5.115,0.007058,Pass,8.110,-49.372,1.395,0.012643,Pass
181.16,4.615,-52.959,5.099,0.007080,Pass,8.126,-49.183,1.383,0.012673,Pass
181.18,4.631,-52.776,5.095,0.007105,Pass,8.142,-48.993,1.381,0.012704,Pass
181.19,4.649,-52.570,5.110,0.007141,Pass,8.160,-48.777,1.398,0.012739,Pass
181.20,4.667,-52.367,5.153,0.007186,Pass,8.177,-48.563,1.445,0.012778,Pass
181.21,4.685,-52.161,5.222,0.007240,Pass,8.195,-48.350,1.516,0.012819,Pass
181.23,4.701,-51.984,5.300,0.007293,Pass,8.210,-48.165,1.596,0.012857,Pass
181.24,4.716,-51.810,5.379,0.007347,Pass,8.224,-47.986,1.678,0.012894,Pass
181.25,4.729,-51.659,5.467,0.007401,Pass,8.237,-47.833,1.767,0.012928,Pass
181.26,4.739,-51.536,5.547,0.007448,Pass,8.247,-47.709,1.849,0.012957,Pass
181.27,4.746,-51.457,5.613,0.007484,Pass,8.253,-47.632,1.916,0.012978,Pass
181.29,4.748,-51.434,5.672,0.007509,Pass,8.254,-47.611,1.974,0.012988,Pass
181.30,4.746,-51.456,5.714,0.007521,Pass,8.252,-47.635,2.015,0.012988,Pass
181.31,4.741,-51.508,5.736,0.007521,Pass,8.246,-47.689,2.036,0.012980,Pass
181.32,4.732,-51.600,5.738,0.007508,Pass,8.237,-47.782,2.035,0.012963,Pass
181.34,4.721,-51.722,5.725,0.007484,Pass,8.226,-47.904,2.018,0.012938,Pass
181.35,4.708,-51.868,5.694,0.007450,Pass,8.212,-48.048,1.982,0.012907,Pass
181.36,4.696,-52.007,5.647,0.007411,Pass,8.199,-48.185,1.931,0.012875,Pass
181.38,4.684,-52.131,5.592,0.007372,Pass,8.188,-48.304,1.871,0.012845,Pass
181.39,4.676,-52.224,5.547,0.007341,Pass,8.179,-48.394,1.823,0.012822,Pass
181.40,4.668,-52.313,5.514,0.007316,Pass,8.171,-48.478,1.786,0.012801,Pass
181.41,4.664,-52.361,5.495,0.007301,Pass,8.166,-48.522,1.765,0.012789,Pass
181.43,4.660,-52.400,5.483,0.007291,Pass,8.162,-48.554,1.751,0.012781,Pass
181.44,4.660,-52.399,5.484,0.007291,Pass,8.161,-48.545,1.749,0.012779,Pass
181.45,4.661,-52.390,5.502,0.007299,Pass,8.161,-48.527,1.766,0.012781,Pass
181.46,4.661,-52.381,5.531,0.007311,Pass,8.162,-48.508,1.793,0.012785,Pass
181.48,4.664,-52.349,5.565,0.007328,Pass,8.164,-48.462,1.826,0.012793,Pass
181.49,4.668,-52.305,5.602,0.007348,Pass,8.167,-48.404,1.861,0.012803,Pass
181.50,4.671,-52.268,5.640,0.007368,Pass,8.169,-48.353,1.897,0.012813,Pass
181.51,4.677,-52.198,5.678,0.007392,Pass,8.175,-48.270,1.934,0.012828,Pass
181.52,4.683,-52.137,5.720,0.007417,Pass,8.179,-48.197,1.974,0.012842,Pass
181.54,4.691,-52.045,5.766,0.007448,Pass,8.186,-48.097,2.020,0.012861,Pass
181.55,4.701,-51.928,5.813,0.007483,Pass,8.195,-47.977,2.067,0.012885,Pass
181.56,4.709,-51.830,5.868,0.007518,Pass,8.203,-47.877,2.121,0.012907,Pass
181.57,4.721,-51.692,5.927,0.007562,Pass,8.213,-47.743,2.182,0.012937,Pass
181.59,4.733,-51.552,5.994,0.007608,Pass,8.224,-47.609,2.250,0.012968,Pass
181.60,4.746,-51.396,6.067,0.007660,Pass,8.236,-47.463,2.324,0.013002,Pass
181.61,4.757,-51.263,6.150,0.007712,Pass,8.247,-47.343,2.408,0.013036,Pass
181.63,4.770,-51.105,6.237,0.007771,Pass,8.259,-47.197,2.497,0.013074,Pass
181.64,4.784,-50.946,6.333,0.007834,Pass,8.271,-47.053,2.595,0.013114,Pass
181.65,4.796,-50.808,6.441,0.007899,Pass,8.281,-46.928,2.705,0.013154,Pass
181.66,4.807,-50.669,6.552,0.007967,Pass,8.292,-46.799,2.818,0.013195,Pass
181.68,4.819,-50.534,6.657,0.008033,Pass,8.302,-46.670,2.924,0.013235,Pass
181.69,4.830,-50.400,6.760,0.008098,Pass,8.312,-46.540,3.027,0.013275,Pass
181.70,4.843,-50.253,6.848,0.008160,Pass,8.323,-46.393,3.116,0.013315,Pass
181.71,4.853,-50.133,6.927,0.008213,Pass,8.332,-46.268,3.194,0.013349,Pass
181.73,4.866,-49.990,6.995,0.008266,Pass,8.343,-46.118,3.263,0.013385,Pass
181.74,4.878,-49.845,7.055,0.008316,Pass,8.355,-45.965,3.322,0.013420,Pass
181.75,4.891,-49.697,7.102,0.008360,Pass,8.366,-45.806,3.370,0.013454,Pass
181.76,4.905,-49.544,7.130,0.008396,Pass,8.379,-45.643,3.399,0.013484,Pass
181.77,4.919,-49.383,7.147,0.008429,Pass,8.392,-45.474,3.417,0.013514,Pass
181.79,4.934,-49.212,7.156,0.008458,Pass,8.406,-45.299,3.426,0.013544,Pass
181.80,4.950,-49.033,7.146,0.008481,Pass,8.420,-45.118,3.418,0.013571,Pass
181.81,4.967,-48.837,7.117,0.008496,Pass,8.437,-44.925,3.391,0.013596,Pass
181.82,4.983,-48.652,7.068,0.008501,Pass,8.452,-44.747,3.346,0.013617,Pass
181.84,5.000,-48.452,7.006,0.008501,Pass,8.469,-44.559,3.287,0.013637,Pass
181.85,5.015,-48.275,6.931,0.008493,Pass,8.484,-44.398,3.216,0.013651,Pass
181.86,5.029,-48.121,6.847,0.008477,Pass,8.497,-44.262,3.136,0.013659,Pass
181.88,5.039,-47.993,6.755,0.008454,Pass,8.508,-44.154,3.047,0.013662,Pass
181.89,5.050,-47.877,6.647,0.008424,Pass,8.517,-44.058,2.942,0.013660,Pass
181.90,5.055,-47.814,6.532,0.008382,Pass,8.523,-44.013,2.830,0.013650,Pass
181.91,5.058,-47.777,6.413,0.008336,Pass,8.526,-43.991,2.711,0.013634,Pass
181.93,5.056,-47.796,6.291,0.008282,Pass,8.524,-44.021,2.590,0.013609,Pass
181.94,5.049,-47.871,6.177,0.008223,Pass,8.518,-44.100,2.475,0.013577,Pass
181.95,5.039,-47.986,6.056,0.008157,Pass,8.508,-44.213,2.351,0.013538,Pass
181.96,5.025,-48.151,5.941,0.008086,Pass,8.494,-44.370,2.233,0.013492,Pass
181.98,5.009,-48.333,5.830,0.008015,Pass,8.478,-44.539,2.117,0.013445,Pass
181.99,4.990,-48.556,5.727,0.007943,Pass,8.459,-44.742,2.009,0.013393,Pass
182.00,4.969,-48.803,5.636,0.007872,Pass,8.438,-44.965,1.913,0.013339,Pass
182.01,4.948,-49.045,5.553,0.007806,Pass,8.418,-45.180,1.823,0.013288,Pass
182.02,4.927,-49.286,5.476,0.007742,Pass,8.397,-45.393,1.740,0.013238,Pass
182.04,4.905,-49.547,5.412,0.007681,Pass,8.376,-45.625,1.671,0.013188,Pass
182.05,4.886,-49.768,5.352,0.007627,Pass,8.358,-45.821,1.605,0.013145,Pass
182.06,4.868,-49.980,5.292,0.007575,Pass,8.340,-46.008,1.541,0.013104,Pass
182.07,4.852,-50.170,5.231,0.007526,Pass,8.325,-46.177,1.476,0.013068,Pass
182.09,4.838,-50.331,5.170,0.007482,Pass,8.312,-46.321,1.412,0.013037,Pass
182.10,4.827,-50.454,5.108,0.007443,Pass,8.302,-46.433,1.349,0.013012,Pass
182.11,4.819,-50.549,5.043,0.007407,Pass,8.295,-46.522,1.283,0.012993,Pass
182.13,4.812,-50.638,4.986,0.007375,Pass,8.289,-46.610,1.226,0.012976,Pass
182.14,4.806,-50.713,4.873,0.007328,Pass,8.284,-46.687,1.181,0.012962,Pass
182.15,4.801,-50.766,4.838,0.007308,Pass,8.281,-46.746,1.148,0.012953,Pass
182.16,4.797,-50.816,4.821,0.007296,Pass,8.277,-46.805,1.132,0.012945,Pass
182.18,4.790,-50.890,4.815,0.007283,Pass,8.272,-46.888,1.128,0.012935,Pass
182.19,4.783,-50.968,4.823,0.007274,Pass,8.267,-46.974,1.137,0.012926,Pass
182.20,4.777,-51.043,4.849,0.007271,Pass,8.261,-47.056,1.164,0.012917,Pass
182.21,4.769,-51.138,4.890,0.007271,Pass,8.254,-47.153,1.205,0.012906,Pass
182.23,4.758,-51.260,5.014,0.007294,Pass,8.244,-47.273,1.262,0.012892,Pass
182.24,4.746,-51.406,5.092,0.007299,Pass,8.233,-47.412,1.339,0.012876,Pass
182.25,4.732,-51.573,5.193,0.007309,Pass,8.219,-47.566,1.437,0.012858,Pass
182.26,4.715,-51.763,5.308,0.007321,Pass,8.203,-47.738,1.550,0.012838,Pass
182.27,4.697,-51.972,5.433,0.007336,Pass,8.186,-47.924,1.671,0.012818,Pass
182.29,4.681,-52.164,5.572,0.007359,Pass,8.170,-48.090,1.805,0.012803,Pass
182.30,4.665,-52.350,5.724,0.007389,Pass,8.155,-48.249,1.954,0.012792,Pass
182.31,4.652,-52.514,5.883,0.007427,Pass,8.141,-48.385,2.109,0.012786,Pass
182.32,4.639,-52.670,6.036,0.007466,Pass,8.128,-48.514,2.260,0.012783,Pass
182.34,4.629,-52.785,6.184,0.007510,Pass,8.119,-48.604,2.405,0.012787,Pass
182.35,4.619,-52.906,6.329,0.007553,Pass,8.109,-48.704,2.547,0.012792,Pass
182.36,4.611,-52.998,6.463,0.007598,Pass,8.102,-48.778,2.680,0.012800,Pass
182.38,4.605,-53.077,6.587,0.007640,Pass,8.095,-48.843,2.802,0.012810,Pass
182.39,4.597,-53.172,6.698,0.007676,Pass,8.087,-48.927,2.912,0.012815,Pass
182.40,4.591,-53.248,6.783,0.007703,Pass,8.081,-48.997,2.996,0.012819,Pass
182.41,4.585,-53.312,6.839,0.007719,Pass,8.075,-49.058,3.051,0.012819,Pass
182.43,4.580,-53.372,6.871,0.007725,Pass,8.070,-49.120,3.084,0.012816,Pass
182.44,4.579,-53.385,6.884,0.007729,Pass,8.069,-49.141,3.096,0.012816,Pass
182.45,4.582,-53.356,6.890,0.007736,Pass,8.071,-49.125,3.104,0.012822,Pass
182.46,4.585,-53.309,6.895,0.007745,Pass,8.075,-49.095,3.112,0.012832,Pass
182.48,4.593,-53.228,6.897,0.007758,Pass,8.082,-49.035,3.118,0.012846,Pass
182.49,4.602,-53.112,6.908,0.007779,Pass,8.092,-48.943,3.133,0.012869,Pass
182.50,4.616,-52.958,6.924,0.007810,Pass,8.105,-48.813,3.154,0.012899,Pass
182.51,4.631,-52.779,6.957,0.007851,Pass,8.121,-48.659,3.194,0.012938,Pass
182.52,4.649,-52.575,7.005,0.007904,Pass,8.139,-48.478,3.249,0.012985,Pass
182.54,4.667,-52.377,7.063,0.007960,Pass,8.156,-48.298,3.313,0.013032,Pass
182.55,4.681,-52.218,7.131,0.008016,Pass,8.170,-48.151,3.386,0.013076,Pass
182.56,4.693,-52.081,7.205,0.008072,Pass,8.182,-48.019,3.464,0.013117,Pass
182.57,4.699,-52.016,7.292,0.008123,Pass,8.188,-47.951,3.552,0.013148,Pass
182.59,4.701,-51.993,7.381,0.008171,Pass,8.190,-47.917,4.090,0.013289,Pass
182.60,4.696,-52.060,7.476,0.008209,Pass,8.184,-47.965,4.184,0.013304,Pass
182.61,4.686,-52.182,7.568,0.008238,Pass,8.174,-48.063,4.274,0.013309,Pass
182.63,4.670,-52.373,7.654,0.008254,Pass,8.157,-48.225,4.354,0.013299,Pass
182.64,4.649,-52.613,7.734,0.008260,Pass,8.137,-48.433,4.428,0.013281,Pass
182.65,4.624,-52.905,7.804,0.008254,Pass,8.112,-48.694,4.491,0.013251,Pass
182.66,4.597,-53.222,7.864,0.008239,Pass,8.084,-48.980,4.544,0.013213,Pass
182.68,4.565,-53.584,7.915,0.008213,Pass,8.053,-49.315,4.587,0.013166,Pass
182.69,4.533,-53.952,7.957,0.008181,Pass,8.021,-49.661,4.621,0.013114,Pass
182.70,3.438,-54.330,7.989,0.006421,Pass,7.988,-50.021,4.646,0.013058,Pass
182.71,2.018,-54.700,8.017,0.004345,Pass,7.955,-50.379,4.666,0.013001,Pass
182.73,1.986,-55.063,8.037,0.004311,Pass,7.924,-50.737,4.680,0.012945,Pass
182.74,1.956,-55.397,8.054,0.004280,Pass,7.894,-51.071,4.691,0.012891,Pass
182.75,1.933,-55.664,8.066,0.004255,Pass,7.871,-51.344,4.699,0.012849,Pass
182.76,1.914,-55.883,8.075,0.004234,Pass,7.851,-51.574,4.705,0.012813,Pass
182.77,1.903,-56.017,8.081,0.004222,Pass,7.839,-51.723,4.709,0.012790,Pass
182.79,1.896,-56.097,8.086,0.004215,Pass,7.832,-51.819,4.713,0.012778,Pass
182.80,1.899,-56.079,8.086,0.004219,Pass,7.833,-51.819,4.716,0.012781,Pass
182.81,1.907,-55.994,8.089,0.004231,Pass,7.839,-51.752,4.720,0.012795,Pass
182.82,1.922,-55.831,8.085,0.004250,Pass,7.853,-51.606,4.721,0.012822,Pass
182.84,1.944,-55.594,8.082,0.004278,Pass,7.873,-51.385,4.722,0.012861,Pass
182.85,1.970,-55.307,8.077,0.004311,Pass,7.897,-51.112,4.723,0.012908,Pass
182.86,2.001,-54.961,8.078,0.004354,Pass,7.927,-50.779,4.729,0.012967,Pass
182.88,2.034,-54.602,8.078,0.004398,Pass,7.957,-50.431,4.735,0.013027,Pass
182.89,3.447,-54.222,8.077,0.006482,Pass,7.990,-50.060,4.741,0.013091,Pass
182.90,4.541,-53.825,8.070,0.008255,Pass,8.023,-49.671,4.740,0.013155,Pass
182.91,4.574,-53.448,8.061,0.008306,Pass,8.055,-49.304,4.736,0.013215,Pass
182.93,4.605,-53.098,8.047,0.008350,Pass,8.084,-48.963,4.727,0.013270,Pass
182.94,4.635,-52.757,8.032,0.008392,Pass,8.113,-48.636,4.717,0.013322,Pass
182.95,4.663,-52.434,8.009,0.008428,Pass,8.139,-48.329,4.700,0.013368,Pass
182.96,4.688,-52.142,7.980,0.008455,Pass,8.163,-48.057,4.675,0.013407,Pass
182.98,4.710,-51.894,7.937,0.008468,Pass,8.184,-47.832,4.635,0.013434,Pass
182.99,4.728,-51.679,7.877,0.008468,Pass,8.201,-47.641,4.579,0.013451,Pass
183.00,4.742,-51.511,7.801,0.008452,Pass,8.214,-47.499,4.506,0.013454,Pass
183.01,4.752,-51.392,7.710,0.008423,Pass,8.223,-47.406,4.417,0.013446,Pass
183.02,4.758,-51.321,7.607,0.008380,Pass,8.228,-47.359,4.314,0.013425,Pass
183.04,4.758,-51.318,7.489,0.008320,Pass,8.227,-47.377,4.196,0.013390,Pass
183.05,4.754,-51.360,7.361,0.008251,Pass,8.222,-47.435,3.617,0.013229,Pass
183.06,4.747,-51.436,7.227,0.008173,Pass,8.214,-47.525,3.479,0.013181,Pass
183.07,4.736,-51.550,7.089,0.008090,Pass,8.202,-47.647,3.338,0.013127,Pass
183.09,4.725,-51.679,6.952,0.008007,Pass,8.189,-47.778,3.196,0.013071,Pass
183.10,4.713,-51.811,6.818,0.007926,Pass,8.177,-47.910,3.057,0.013018,Pass
183.11,4.704,-51.920,6.689,0.007852,Pass,8.166,-48.016,2.923,0.012970,Pass
183.13,4.696,-52.005,6.569,0.007786,Pass,8.157,-48.095,2.798,0.012930,Pass
183.14,4.692,-52.059,6.464,0.007733,Pass,8.152,-48.142,2.690,0.012900,Pass
183.15,4.692,-52.061,6.377,0.007696,Pass,8.151,-48.138,2.601,0.012882,Pass
183.16,4.695,-52.023,6.313,0.007675,Pass,8.153,-48.093,2.535,0.012875,Pass
183.18,4.703,-51.930,6.268,0.007670,Pass,8.160,-47.997,2.489,0.012881,Pass
183.19,4.714,-51.811,6.250,0.007680,Pass,8.170,-47.876,2.473,0.012898,Pass
183.20,4.726,-51.672,6.263,0.007706,Pass,8.182,-47.738,2.488,0.012923,Pass
183.21,4.743,-51.483,6.301,0.007751,Pass,8.198,-47.554,2.529,0.012960,Pass
183.23,4.759,-51.293,6.361,0.007804,Pass,8.214,-47.372,2.592,0.013002,Pass
183.24,4.777,-51.086,6.434,0.007866,Pass,8.231,-47.175,2.668,0.013049,Pass
183.25,4.796,-50.876,6.513,0.007931,Pass,8.249,-46.975,2.752,0.013098,Pass
183.26,4.813,-50.681,6.593,0.007995,Pass,8.265,-46.791,2.835,0.013145,Pass
183.27,4.827,-50.518,6.672,0.008054,Pass,8.278,-46.638,2.918,0.013188,Pass
183.29,4.841,-50.356,6.747,0.008112,Pass,8.292,-46.484,2.995,0.013229,Pass
183.30,4.852,-50.236,6.818,0.008162,Pass,8.301,-46.371,3.068,0.013262,Pass
183.31,4.860,-50.145,6.879,0.008203,Pass,8.309,-46.285,3.130,0.013290,Pass
183.32,4.866,-50.086,6.934,0.008237,Pass,8.314,-46.228,3.186,0.013311,Pass
183.34,4.869,-50.042,6.986,0.008268,Pass,8.316,-46.185,3.238,0.013328,Pass
183.35,4.870,-50.040,7.043,0.008295,Pass,8.316,-46.181,3.294,0.013340,Pass
183.36,4.869,-50.053,7.102,0.008322,Pass,8.315,-46.189,3.352,0.013349,Pass
183.38,4.867,-50.076,7.161,0.008346,Pass,8.312,-46.208,3.409,0.013357,Pass
183.39,4.864,-50.114,7.220,0.008370,Pass,8.309,-46.240,3.468,0.013364,Pass
183.40,4.863,-50.126,7.274,0.008395,Pass,8.308,-46.245,3.520,0.013374,Pass
183.41,4.863,-50.135,7.325,0.008419,Pass,8.307,-46.247,3.571,0.013385,Pass
183.43,4.862,-50.145,7.376,0.008442,Pass,8.307,-46.250,4.067,0.013510,Pass
183.44,4.864,-50.134,7.420,0.008466,Pass,8.308,-46.231,4.111,0.013525,Pass
183.45,4.866,-50.113,7.455,0.008487,Pass,8.311,-46.203,4.146,0.013540,Pass
183.46,4.870,-50.071,7.473,0.008503,Pass,8.315,-46.154,4.165,0.013553,Pass
183.48,4.875,-50.024,7.477,0.008513,Pass,8.320,-46.099,4.170,0.013565,Pass
183.49,4.879,-49.976,7.473,0.008519,Pass,8.326,-46.043,4.167,0.013575,Pass
183.50,4.886,-49.901,7.459,0.008524,Pass,8.334,-45.962,4.155,0.013586,Pass
183.51,4.892,-49.848,7.446,0.008526,Pass,8.340,-45.904,4.145,0.013596,Pass
183.52,4.898,-49.776,7.431,0.008531,Pass,8.348,-45.829,4.132,0.013607,Pass
183.54,4.904,-49.721,7.412,0.008530,Pass,8.354,-45.771,4.115,0.013616,Pass
183.55,4.909,-49.666,7.382,0.008525,Pass,8.361,-45.713,4.088,0.013621,Pass
183.56,4.914,-49.610,7.347,0.008516,Pass,8.368,-45.657,4.056,0.013625,Pass
183.57,4.918,-49.576,7.308,0.008504,Pass,8.373,-45.621,3.575,0.013515,Pass
183.59,4.921,-49.539,7.267,0.008490,Pass,8.378,-45.583,3.537,0.013516,Pass
183.60,4.925,-49.506,7.232,0.008479,Pass,8.383,-45.550,3.504,0.013518,Pass
183.61,4.924,-49.517,7.202,0.008464,Pass,8.385,-45.558,3.478,0.013515,Pass
183.63,4.922,-49.548,7.178,0.008449,Pass,8.385,-45.584,3.455,0.013510,Pass
183.64,4.918,-49.599,7.155,0.008431,Pass,8.383,-45.628,3.434,0.013501,Pass
183.65,4.910,-49.699,7.134,0.008407,Pass,8.378,-45.717,3.413,0.013486,Pass
183.66,4.898,-49.841,7.118,0.008379,Pass,8.368,-45.844,3.397,0.013464,Pass
183.68,4.883,-50.025,7.103,0.008346,Pass,8.356,-46.008,3.381,0.013435,Pass
183.69,4.864,-50.256,7.081,0.008303,Pass,8.338,-46.213,3.356,0.013396,Pass
183.70,4.840,-50.534,7.058,0.008252,Pass,8.317,-46.461,3.329,0.013349,Pass
183.71,4.810,-50.884,7.031,0.008188,Pass,8.290,-46.775,3.296,0.013289,Pass
183.73,4.778,-51.259,7.007,0.008123,Pass,8.261,-47.111,3.266,0.013225,Pass
183.74,4.742,-51.682,6.987,0.008052,Pass,8.227,-47.493,3.238,0.013153,Pass
183.75,4.702,-52.152,6.963,0.007973,Pass,8.189,-47.920,3.205,0.013073,Pass
183.76,4.660,-52.640,6.926,0.007885,Pass,8.150,-48.363,3.159,0.012987,Pass
183.77,4.617,-53.138,6.887,0.007796,Pass,8.110,-48.816,3.111,0.012899,Pass
183.79,4.575,-53.631,6.844,0.007705,Pass,8.070,-49.268,3.059,0.012811,Pass
183.80,3.462,-54.112,6.810,0.005879,Pass,8.031,-49.710,3.015,0.012728,Pass
183.81,3.424,-54.562,6.779,0.005806,Pass,7.995,-50.126,2.977,0.012650,Pass
183.82,1.995,-54.975,6.756,0.003694,Pass,7.962,-50.512,2.947,0.012581,Pass
183.84,1.964,-55.312,6.733,0.003642,Pass,7.936,-50.827,2.919,0.012524,Pass
183.85,1.936,-55.611,6.714,0.003595,Pass,7.913,-51.109,2.896,0.012475,Pass
183.86,1.915,-55.836,6.702,0.003562,Pass,7.896,-51.321,2.882,0.012440,Pass
183.88,1.901,-55.986,6.690,0.003538,Pass,7.885,-51.464,2.869,0.012417,Pass
183.89,1.893,-56.070,6.671,0.003519,Pass,7.881,-51.544,2.852,0.012405,Pass
183.90,1.890,-56.106,6.652,0.003505,Pass,7.880,-51.577,2.835,0.012401,Pass
183.91,1.893,-56.071,6.624,0.003497,Pass,7.886,-51.540,2.809,0.012407,Pass
183.93,1.897,-56.014,6.590,0.003488,Pass,7.893,-51.483,2.779,0.012416,Pass
183.94,1.908,-55.891,6.545,0.003483,Pass,7.906,-51.358,2.738,0.012433,Pass
183.95,1.919,-55.759,6.503,0.003480,Pass,7.920,-51.225,2.701,0.012452,Pass
183.96,1.930,-55.634,6.464,0.003478,Pass,7.933,-51.095,2.667,0.012472,Pass
183.98,1.942,-55.487,6.424,0.003477,Pass,7.948,-50.945,2.631,0.012494,Pass
183.99,1.954,-55.348,6.392,0.003480,Pass,7.962,-50.802,2.603,0.012516,Pass
184.00,1.964,-55.227,6.358,0.003479,Pass,7.974,-50.678,2.573,0.012535,Pass
184.01,1.973,-55.126,6.325,0.003477,Pass,7.984,-50.572,2.543,0.012549,Pass
184.02,1.979,-55.056,6.303,0.003476,Pass,7.992,-50.498,2.523,0.012560,Pass
184.04,1.979,-55.041,6.291,0.003472,Pass,7.994,-50.478,2.512,0.012563,Pass
184.05,1.977,-55.071,6.289,0.003467,Pass,7.993,-50.503,2.510,0.012560,Pass
184.06,1.968,-55.156,6.295,0.003458,Pass,7.986,-50.583,2.514,0.012548,Pass
184.07,1.954,-55.313,6.323,0.003451,Pass,7.973,-50.733,2.540,0.012528,Pass
184.09,1.935,-55.518,6.372,0.003446,Pass,7.956,-50.931,2.585,0.012502,Pass
184.10,1.913,-55.762,6.435,0.003443,Pass,7.935,-51.167,2.643,0.012471,Pass
184.11,1.887,-56.049,6.504,0.003437,Pass,7.910,-51.444,2.705,0.012433,Pass
184.13,1.859,-56.361,6.586,0.003435,Pass,7.882,-51.744,2.780,0.012394,Pass
184.14,1.831,-56.671,6.681,0.003439,Pass,7.855,-52.042,2.868,0.012358,Pass
184.15,1.802,-56.986,6.784,0.003447,Pass,7.827,-52.343,2.963,0.012323,Pass
184.16,1.777,-57.258,6.897,0.003465,Pass,7.803,-52.602,3.069,0.012298,Pass
184.18,1.757,-57.479,7.020,0.003495,Pass,7.782,-52.811,3.186,0.012283,Pass
184.19,1.741,-57.652,7.140,0.003530,Pass,7.766,-52.972,3.301,0.012277,Pass
184.20,1.731,-57.757,7.271,0.003580,Pass,7.757,-53.066,3.428,0.012287,Pass
184.21,1.729,-57.774,7.405,0.003642,Pass,7.754,-53.077,3.560,0.012312,Pass
184.23,1.734,-57.711,7.539,0.003716,Pass,7.758,-53.011,3.693,0.012352,Pass
184.24,1.746,-57.579,7.668,0.003797,Pass,7.769,-52.880,4.282,0.012528,Pass
184.25,1.767,-57.335,7.786,0.003885,Pass,7.788,-52.643,4.403,0.012601,Pass
184.26,1.796,-57.017,7.885,0.003975,Pass,7.815,-52.335,4.507,0.012682,Pass
184.27,1.831,-56.626,7.972,0.004068,Pass,7.847,-51.962,4.601,0.012773,Pass
184.29,1.872,-56.175,8.038,0.004157,Pass,7.885,-51.534,4.674,0.012868,Pass
184.30,1.918,-55.667,8.085,0.004245,Pass,7.928,-51.055,4.732,0.012969,Pass
184.31,1.967,-55.137,8.116,0.004328,Pass,7.972,-50.559,4.773,0.013068,Pass
184.32,2.018,-54.573,8.119,0.004400,Pass,8.020,-50.033,4.787,0.013164,Pass
184.34,4.547,-54.005,8.106,0.008283,Pass,8.067,-49.510,4.785,0.013256,Pass
184.35,4.596,-53.434,8.078,0.008351,Pass,8.115,-48.986,4.769,0.013343,Pass
184.36,4.642,-52.900,8.033,0.008405,Pass,8.160,-48.500,4.736,0.013419,Pass
184.38,4.683,-52.424,7.973,0.008442,Pass,8.200,-48.072,4.685,0.013481,Pass
184.39,4.721,-51.977,7.900,0.008468,Pass,8.236,-47.673,4.622,0.013533,Pass
184.40,4.753,-51.601,7.816,0.008479,Pass,8.267,-47.341,4.546,0.013569,Pass
184.41,4.781,-51.276,7.716,0.008474,Pass,8.294,-47.058,4.453,0.013594,Pass
184.43,4.803,-51.015,7.616,0.008461,Pass,8.315,-46.834,4.359,0.013607,Pass
184.44,4.817,-50.846,7.529,0.008441,Pass,8.328,-46.697,4.276,0.013609,Pass
184.45,4.827,-50.730,7.448,0.008417,Pass,8.337,-46.607,4.196,0.013603,Pass
184.46,4.828,-50.715,7.376,0.008383,Pass,8.337,-46.609,4.125,0.013584,Pass
184.48,4.823,-50.756,7.309,0.008343,Pass,8.332,-46.661,3.605,0.013441,Pass
184.49,4.814,-50.859,7.241,0.008294,Pass,8.322,-46.769,3.536,0.013405,Pass
184.50,4.799,-51.030,7.175,0.008236,Pass,8.306,-46.936,3.465,0.013358,Pass
184.51,4.781,-51.224,7.110,0.008176,Pass,8.289,-47.122,3.396,0.013308,Pass
184.52,4.759,-51.482,7.052,0.008110,Pass,8.265,-47.366,3.331,0.013249,Pass
184.54,4.733,-51.777,6.986,0.008036,Pass,8.240,-47.643,3.259,0.013182,Pass
184.55,4.706,-52.086,6.908,0.007954,Pass,8.213,-47.932,3.174,0.013112,Pass
184.56,4.676,-52.427,6.842,0.007873,Pass,8.183,-48.252,3.101,0.013039,Pass
184.57,4.643,-52.796,6.776,0.007789,Pass,8.151,-48.600,3.028,0.012963,Pass
184.59,4.613,-53.143,6.713,0.007709,Pass,8.121,-48.929,2.958,0.012890,Pass
184.60,4.584,-53.467,6.643,0.007630,Pass,8.093,-49.240,2.881,0.012821,Pass
184.61,4.556,-53.785,6.572,0.007552,Pass,8.066,-49.549,2.805,0.012754,Pass
184.63,3.456,-54.086,6.501,0.005734,Pass,8.040,-49.846,2.729,0.012690,Pass
184.64,2.051,-54.338,6.438,0.003631,Pass,8.019,-50.100,2.663,0.012637,Pass
184.65,2.029,-54.584,6.386,0.003579,Pass,7.998,-50.352,2.609,0.012588,Pass
184.66,2.013,-54.770,6.331,0.003534,Pass,7.982,-50.548,2.553,0.012547,Pass
184.68,1.997,-54.948,6.282,0.003492,Pass,7.968,-50.740,2.503,0.012511,Pass
184.69,1.986,-55.080,6.232,0.003456,Pass,7.957,-50.887,2.454,0.012481,Pass
184.70,1.976,-55.193,6.178,0.003421,Pass,7.948,-51.015,2.402,0.012455,Pass
