
   33293.3438      -1.56889272       2.76326704      -1.54799354       2476.25586      -3.12730742       219.439499       1.57325673       81378.0938       1.58493876       33.6127777      0.250897974    
   63.2879639       3.10478973       33294.7461      -1.57078910       2475.42651      -3.12487888       81384.7812      -1.57078946       1171.12292      0.173768371       46.7722092      0.799700379    
   33293.3242       1.56890261       2.76226068       1.54786444       2475.99341      -3.12718511       219.361832      -1.57328117       81377.7969      -1.58497906       33.8344727     -0.275745302    
   13019743.0      0.642258644       1079.64404      -1.23182870E-03  -17.6049290     -0.520454824      -85845.2812      -1.11322328E-02  -31723708.0       6.40970278      -3488.64062       2.56262515E-02
  -913.783203       9.50090878E-04   13020317.0      0.642911315       2287.38477       3.11270165       31729702.0      -6.40022850      -79148.5938      -2.73275655E-02  -2273.84375      -3.11648846E-02
   199.910950      -5.74096665E-03  -827.727783      -6.20727544E-04   27466402.0       3526.98999      -9855.63672       1.01526368      -6018.47168      0.896298826      -328844.594     -0.138681635    
   157149.766       1.01614473E-02   32635578.0      -6.38753843       21736.1191       31.5069618       1.12561746E+10   63.6353455      -1311750.00       2.76633668      -49404.6875     -0.467777401    
  -32633312.0       6.37773228       148167.750      -4.03947718E-02  -5051.06494       2.51482487       1432980.12       1.07526064       1.12560517E+10   58.7335968       62808.2500      0.676982045    
  -7054.03125       2.07501221E-02  -5273.60938      -3.17623876E-02   81602.5938      -425.466522      -4668.65625       1.30393064      -118697.531     -0.566403806       2.68894679E+10  -9.86793232    
   198684.297      -1.55904675       15.5277023      -1.42708004       86784.4375      -3.12763190       1320.60400       1.58571494       547137.375       1.64522243       1159.73389       4.43463214E-02
   2296.14258       3.13610935       198679.312      -1.57059705       86779.6094      -3.12705088       545714.188      -1.57130909       41101.0977       2.96147224E-02   6186.52637       1.38224602    
   198683.516       1.55941772       15.5386391       1.42327106       86783.1797      -3.12712431       1320.76477      -1.58590639       547189.188      -1.64653504       1159.77502      -4.37893942E-02
   12936585.0       144.419540       1048.31299     -0.110013343       55.7948914      -3.08304906      -85699.1484      0.984529316      -32040926.0       1410.85974      -3270.16406     -0.149863094    
  -883.197021      0.115506016       12937144.0       144.421799       1850.37427       18.5240765       32046858.0      -1411.03833      -79098.7812      0.540268838      -2243.43164      -8.12525377E-02
   201.209229       2.06562690E-02  -825.668091       3.64096873E-02   26986204.0       20414.7031      -9823.92188     -0.389597535      -5796.86523      0.622946858      -327331.031       7.33764410    
   156618.156       2.36859179       32968820.0      -1392.89075       17261.0254       191.985291       1.12565156E+10   13635.6816      -1311278.88       18.2109241      -53160.3828      -20.8462543    
  -32966546.0       1393.04358       147588.344       1.50209963      -5435.92676       14.0726070       1437065.00      -16.4162827       1.12564122E+10   13633.9268       62484.3750      -10.0766592    
  -7200.91016     -0.207339033      -5158.34961     -0.122039676       141206.516      -2535.49634      -4553.14062       4.87242794      -118163.219      -2.88777113       2.66872177E+10  -9.81654263    
   368550.344      -1.54829800       25.3536301      -1.27650118       288446.438      -3.12889266       2475.12085       1.59805000       1254187.75       1.67796552       3893.72534       2.37580929E-02
   8011.30957       3.13945723       368475.844      -1.57008886       288439.188      -3.12823820       1247151.50      -1.57245541       136668.828       1.65725425E-02   39681.8398       1.47250021    
   368543.281       1.54966307       25.4030247       1.25894988       288446.938      -3.12791538       2475.13623      -1.59928751       1254662.38      -1.68168724       3893.80737      -2.45083980E-02
   12981996.0       990.043396       1029.05957     -0.745155394       80.9468536      -5.56313229      -86216.3594       4.66603422      -32105886.0       9238.26953      -3466.96875       6.74916292E-03
  -860.538086      0.821296334       12982544.0       990.084229       1697.97253       33.1377754       32111918.0      -9237.77148      -79573.5625       5.46958351      -2347.25586      -3.44491489E-02
   201.199463      -8.67589265E-02  -828.877563       8.96986574E-02   26868158.0       34174.7852      -10306.2910      0.931017876      -5616.98438       2.65317845      -328259.688       33.7495728    
   157398.391       13.6641340       33028240.0      -9125.74316       14995.7725       337.328400       1.12676516E+10   85777.5312      -1310765.62       122.433426      -52052.2969       10.0848408    
  -33025890.0       9126.03613       148317.375       11.3322134      -5199.51123       31.8082905       1446129.88      -132.426407       1.12675891E+10   85796.5781       64023.1875       10.8953972    
  -7191.32422      -1.64555025      -5344.91406     -0.573164046       162034.469      -4589.88428      -4722.23438       16.5540733      -119235.562      -14.1354370       2.67350999E+10   167.015594    
   546824.125      -1.53584099       29.9392529      -1.03364801       602929.500      -3.13100052       3738.19897       1.61562061       2427768.75       1.68447995       8234.52148       1.48636652E-02
   18037.6406       3.14135623       546529.125      -1.56908512       602924.875      -3.13014555       2412271.00      -1.57381845       283703.656       1.17751993E-02   133802.828       1.50917363    
   546790.938       1.53919101       30.6698895      0.989208698       602940.375      -3.12950444       3737.24023      -1.61724222       2429393.50      -1.69094634       8236.20312      -1.85845178E-02
   13059957.0       3624.74780       995.901367      -2.80347228       110.044159      -7.63838577      -87117.0469       15.8937597      -32249356.0       31255.8008      -3626.86719     -0.454643220    
  -819.476074       3.06205058       13060534.0       3624.90527       1575.35303       45.9951439       32255222.0      -31256.9238      -80446.5469       17.3276310      -2213.37500      0.166635603    
   200.150635     -0.131677598      -834.091675      0.127908424       26828642.0       41776.0039      -10277.9482      -1.28023350      -5632.83984       9.20371914      -330310.719       107.940887    
   158959.906       50.7863235       33157918.0      -30934.4961       14045.6631       454.377991       1.12830648E+10   271346.375      -1321584.25       540.153503      -48730.7500      -52.5799294    
  -33155438.0       30933.1719       149563.156       42.2479591      -5399.69238       52.2936821       1455345.00      -421.053009       1.12829880E+10   271309.875       67849.6875     -0.140618429    
  -7220.31641      -4.78521490      -5282.60156      -2.59859824       180074.625      -6444.79688      -9991.01562       31.3151054      -123034.344      -24.9195004       2.68199322E+10   153.721298    
   738591.812      -1.52040374       29.2404861     -0.524092674       1023083.81      -3.13413835       5174.55859       1.63615119       4342889.00       1.67504764       14186.9463       8.61374103E-03
   33996.4414      -3.13980055       737760.875      -1.56719005       1023093.06      -3.13300824       4319372.50      -1.57517219       472735.938       9.20675136E-03   346356.219       1.52978587    
   738476.250       1.52751970       33.0885963      0.435765028       1023128.69      -3.13202906       5175.77295      -1.64020395       4346361.00      -1.68422258       14186.0928      -1.46787344E-02
   13174778.0       10456.1387       936.620605      -8.33469582       136.866913      -8.96798325      -88456.2031       37.5877571      -32529490.0       79716.1016      -3357.25000      -1.72197616    
  -757.205078       9.10230637       13175369.0       10456.5264       1444.10022       53.9158745       32535368.0      -79717.6719      -81842.8359       43.6986961      -2410.38867     -0.687105238    
   202.683594      0.130841732      -846.923340      0.110939369       26859854.0       39532.8359      -10468.5967       6.24665737      -5511.62500       8.95573044      -333389.312       222.846115    
   161119.156       142.240448       33416504.0      -79131.1328       12650.3350       527.537109       1.13054167E+10   626854.438      -1338107.12       1256.87036      -49242.2812      0.988701284    
  -33414026.0       79127.6172       151529.375       117.448135      -5382.91650       69.7866058       1469201.75      -1099.83789       1.13053020E+10   626868.125       64967.8125      -4.45449877    
  -7448.00781      -14.4696207      -5365.88086      -7.68779850       199682.953      -7702.44873      -10643.4688       53.0640182      -123299.344      -111.606102       2.69419561E+10   1519.77490    
   949847.750      -1.49980950       38.9958725      0.424893320       1537704.50      -3.13829923       6889.49023       1.66621470       7356038.50       1.65778005       21734.6797       3.80258751E-03
   58809.9805      -3.13647652       947820.688      -1.56358898       1537752.50      -3.13679934       7327879.00      -1.57636094       682931.625       7.36478902E-03   787860.062       1.54318058    
   949538.562       1.51409864       51.8224602     -0.348612875       1537823.25      -3.13540769       6887.25732      -1.67368972       7361108.00      -1.66933775       21740.1387      -1.36592584E-02
   13333901.0       27088.0605       853.630371      -22.4356480       166.641251      -8.48822498      -90422.8672       70.0281677      -33067428.0       170977.844      -3422.16406      -3.96385574    
  -663.154541       24.4236794       13334506.0       27089.1523       1293.88831       50.4435654       33073528.0      -170980.344      -83926.4141       83.6322174      -2256.60938      -1.27859914    
   205.564453     -0.336419433      -861.209961      -1.35226107       26986258.0       25023.8457      -10625.4062       19.3914833      -5725.43359       11.9286623      -338446.094       329.587585    
   164099.547       372.251495       33917428.0      -170653.188       11004.2686       482.788483       1.13353892E+10   1171342.50      -1365272.88       2770.46143      -48382.4844       31.8418732    
  -33915028.0       170645.969       154347.188       317.847076      -5661.45166       77.2735062       1487739.25      -2356.71924       1.13353032E+10   1171343.25       64897.7500       41.1121063    
  -7554.35938      -36.6172714      -5506.86328      -18.0278778       222933.125      -7344.98242      -13607.2344       105.903183      -121514.438      -186.266022       2.71063941E+10   11420.1074    
